Zip,Population Total,Slab 1,Slab 2,Slab 3,Slab 4,Slab 5,Slab 6
1001,8980,0.312917595,0.248329621,0.177060134,0.10467706,0.139198218,0.017817372
1002,9490,0.348788198,0.183350896,0.115911486,0.083245522,0.183350896,0.085353003
1003,170,0.882352941,0.117647059,0,0,0,
1005,2370,0.303797468,0.23628692,0.168776371,0.11814346,0.156118143,0.016877637
1007,7580,0.286279683,0.19525066,0.14116095,0.114775726,0.218997361,0.04353562
1008,660,0.272727273,0.196969697,0.181818182,0.151515152,0.196969697,0
1009,650,0.338461538,0.307692308,0.153846154,0.092307692,0.107692308,0
1010,1880,0.29787234,0.191489362,0.154255319,0.122340426,0.196808511,0.037234043
1011,650,0.338461538,0.215384615,0.2,0.107692308,0.138461538,0
1012,350,0.285714286,0.257142857,0.171428571,0.114285714,0.171428571,0
1013,10550,0.407582938,0.299526066,0.1507109,0.076777251,0.05971564,0.005687204
1020,15170,0.353988134,0.284772577,0.161502966,0.099538563,0.092946605,0.007251154
1022,1150,0.32173913,0.339130435,0.2,0.07826087,0.060869565,0
1026,490,0.346938776,0.244897959,0.142857143,0.102040816,0.163265306,0
1027,9840,0.296747967,0.273373984,0.164634146,0.107723577,0.135162602,0.022357724
1028,8250,0.28,0.175757576,0.143030303,0.117575758,0.212121212,0.071515152
1029,320,0.3125,0.25,0.125,0.09375,0.21875,0
1030,6000,0.313333333,0.21,0.15,0.113333333,0.18,0.033333333
1031,500,0.34,0.3,0.18,0.1,0.08,0
1032,260,0.269230769,0.230769231,0.192307692,0.115384615,0.192307692,0
1033,3230,0.287925697,0.216718266,0.167182663,0.111455108,0.188854489,0.027863777
1034,1040,0.288461538,0.192307692,0.163461538,0.115384615,0.201923077,0.038461538
1035,2780,0.327338129,0.21942446,0.133093525,0.100719424,0.169064748,0.050359712
1036,2680,0.28358209,0.186567164,0.141791045,0.126865672,0.212686567,0.048507463
1037,390,0.256410256,0.230769231,0.153846154,0.102564103,0.256410256,0
1038,1300,0.261538462,0.230769231,0.169230769,0.1,0.192307692,0.046153846
1039,780,0.307692308,0.230769231,0.141025641,0.115384615,0.153846154,0.051282051
1040,16540,0.438331318,0.287182588,0.129383313,0.061064087,0.071342201,0.012696493
1050,1290,0.325581395,0.248062016,0.147286822,0.11627907,0.147286822,0.015503876
1053,880,0.306818182,0.215909091,0.159090909,0.113636364,0.159090909,0.045454545
1054,960,0.28125,0.197916667,0.135416667,0.09375,0.208333333,0.083333333
1056,10400,0.324038462,0.226923077,0.161538462,0.116346154,0.146153846,0.025
1057,4220,0.298578199,0.218009479,0.161137441,0.118483412,0.17535545,0.028436019
1060,7360,0.331521739,0.243206522,0.148097826,0.080163043,0.130434783,0.066576087
1062,5690,0.30228471,0.207381371,0.152899824,0.105448155,0.172231986,0.059753954
1066,200,0.25,0.25,0.2,0.15,0.15,0
1068,970,0.278350515,0.206185567,0.164948454,0.12371134,0.18556701,0.041237113
1069,4100,0.329268293,0.253658537,0.158536585,0.107317073,0.129268293,0.02195122
1070,310,0.387096774,0.258064516,0.161290323,0.064516129,0.129032258,0
1071,800,0.3,0.2375,0.175,0.1375,0.15,0
1072,760,0.289473684,0.210526316,0.157894737,0.118421053,0.184210526,0.039473684
1073,3280,0.280487805,0.179878049,0.140243902,0.12195122,0.225609756,0.051829268
1074,270,0.407407407,0.333333333,0.148148148,0.111111111,0,0
1075,8570,0.282380397,0.229871645,0.166861144,0.110851809,0.165694282,0.044340723
1077,4990,0.286573146,0.22244489,0.142284569,0.112224449,0.180360721,0.056112224
1079,420,0.333333333,0.30952381,0.166666667,0.095238095,0.095238095,0
1080,1180,0.347457627,0.313559322,0.186440678,0.084745763,0.06779661,0
1081,880,0.329545455,0.238636364,0.181818182,0.102272727,0.147727273,0
1082,5010,0.343313373,0.26746507,0.153692615,0.107784431,0.113772455,0.013972056
1083,1450,0.344827586,0.262068966,0.15862069,0.103448276,0.131034483,0
1085,18950,0.325065963,0.243799472,0.151978892,0.096042216,0.153034301,0.030079156
1086,320,0.3125,0.28125,0.1875,0.09375,0.125,0
1088,330,0.303030303,0.303030303,0.151515152,0.090909091,0.151515152,0
1089,13980,0.3490701,0.263948498,0.155221745,0.08869814,0.118025751,0.025035765
1092,570,0.368421053,0.280701754,0.157894737,0.087719298,0.105263158,0
1093,400,0.275,0.2,0.2,0.1,0.175,0.05
1094,150,0.333333333,0.2,0.266666667,0,0.2,0
1095,7290,0.274348422,0.153635117,0.133058985,0.106995885,0.237311385,0.094650206
1096,1280,0.2890625,0.2265625,0.15625,0.125,0.1640625,0.0390625
1098,620,0.290322581,0.225806452,0.209677419,0.096774194,0.14516129,0.032258065
1103,1070,0.46728972,0.299065421,0.140186916,0.046728972,0.046728972,0
1104,10230,0.463343109,0.320625611,0.127077224,0.049853372,0.039100684,0
1105,4030,0.665012407,0.260545906,0.052109181,0.009925558,0.012406948,0
1106,7590,0.242424242,0.121212121,0.110671937,0.093544137,0.247694335,0.184453228
1107,3970,0.561712846,0.289672544,0.080604534,0.0302267,0.0302267,0.007556675
1108,11520,0.495659722,0.295138889,0.110243056,0.046875,0.043402778,0.008680556
1109,11580,0.52417962,0.29447323,0.107944732,0.041450777,0.030224525,0.001727116
1118,7270,0.338376891,0.25997249,0.181568088,0.105914718,0.104539202,0.009628611
1119,5960,0.382550336,0.303691275,0.154362416,0.07885906,0.077181208,0.003355705
1128,1440,0.263888889,0.236111111,0.215277778,0.125,0.159722222,0
1129,3740,0.331550802,0.280748663,0.173796791,0.101604278,0.104278075,0.00802139
1151,3960,0.477272727,0.318181818,0.123737374,0.042929293,0.037878788,0
1201,22270,0.378985182,0.267175573,0.143691064,0.088010777,0.099685676,0.022451729
1220,4280,0.378504673,0.299065421,0.142523364,0.086448598,0.081775701,0.011682243
1222,440,0.409090909,0.25,0.136363636,0.090909091,0.113636364,0
1223,1150,0.313043478,0.243478261,0.156521739,0.12173913,0.139130435,0.026086957
1225,1690,0.319526627,0.24852071,0.153846154,0.100591716,0.153846154,0.023668639
1226,3300,0.327272727,0.248484848,0.139393939,0.1,0.142424242,0.042424242
1230,3760,0.356382979,0.231382979,0.127659574,0.087765957,0.135638298,0.061170213
1235,1470,0.333333333,0.224489796,0.163265306,0.102040816,0.149659864,0.027210884
1236,860,0.38372093,0.244186047,0.139534884,0.104651163,0.104651163,0.023255814
1237,1550,0.329032258,0.232258065,0.15483871,0.103225806,0.148387097,0.032258065
1238,3060,0.352941176,0.261437908,0.133986928,0.094771242,0.124183007,0.032679739
1240,2510,0.310756972,0.203187251,0.12749004,0.09561753,0.167330677,0.09561753
1242,300,0.366666667,0.266666667,0.133333333,0.1,0.133333333,0
1243,140,0.285714286,0.214285714,0.142857143,0.142857143,0.214285714,0
1244,170,0.294117647,0.235294118,0.235294118,0,0.235294118,0
1245,400,0.35,0.225,0.125,0.1,0.125,0.075
1247,6750,0.428148148,0.271111111,0.142222222,0.077037037,0.074074074,0.007407407
1253,460,0.304347826,0.217391304,0.152173913,0.152173913,0.173913043,0
1254,600,0.283333333,0.15,0.15,0.116666667,0.166666667,0.133333333
1255,330,0.393939394,0.242424242,0.151515152,0.090909091,0.121212121,0
1256,370,0.324324324,0.216216216,0.162162162,0.162162162,0.135135135,0
1257,1240,0.338709677,0.241935484,0.137096774,0.096774194,0.129032258,0.056451613
1258,380,0.342105263,0.210526316,0.105263158,0.105263158,0.131578947,0.105263158
1259,260,0.346153846,0.230769231,0.230769231,0,0.192307692,0
1260,150,0.333333333,0.266666667,0.133333333,0.266666667,0,0
1262,780,0.320512821,0.230769231,0.115384615,0.076923077,0.153846154,0.102564103
1264,100,0.3,0.2,0.2,0,0.3,0
1266,740,0.310810811,0.216216216,0.121621622,0.094594595,0.175675676,0.081081081
1267,2910,0.295532646,0.182130584,0.12371134,0.103092784,0.18556701,0.109965636
1270,390,0.256410256,0.205128205,0.179487179,0.153846154,0.205128205,0
1301,8310,0.367027677,0.274368231,0.154031288,0.093862816,0.095066185,0.015643803
1330,750,0.32,0.24,0.146666667,0.106666667,0.133333333,0.053333333
1331,6240,0.363782051,0.280448718,0.166666667,0.091346154,0.086538462,0.011217949
1337,1350,0.288888889,0.237037037,0.155555556,0.133333333,0.162962963,0.022222222
1338,140,0.285714286,0.357142857,0.214285714,0,0.142857143,0
1339,730,0.356164384,0.273972603,0.150684932,0.095890411,0.123287671,0
1340,870,0.333333333,0.264367816,0.172413793,0.114942529,0.114942529,0
1341,830,0.253012048,0.204819277,0.144578313,0.13253012,0.180722892,0.084337349
1342,700,0.271428571,0.214285714,0.157142857,0.142857143,0.171428571,0.042857143
1344,780,0.320512821,0.294871795,0.153846154,0.115384615,0.115384615,0
1346,180,0.388888889,0.166666667,0.277777778,0,0.166666667,0
1349,400,0.3,0.325,0.2,0.1,0.075,0
1351,1290,0.286821705,0.271317829,0.178294574,0.108527132,0.131782946,0.023255814
1354,810,0.271604938,0.259259259,0.172839506,0.12345679,0.172839506,0
1355,470,0.29787234,0.234042553,0.170212766,0.127659574,0.170212766,0
1360,1520,0.302631579,0.236842105,0.151315789,0.125,0.157894737,0.026315789
1364,3490,0.386819484,0.275071633,0.157593123,0.094555874,0.077363897,0.008595989
1366,620,0.306451613,0.209677419,0.161290323,0.096774194,0.177419355,0.048387097
1367,230,0.347826087,0.260869565,0.260869565,0,0.130434783,0
1368,570,0.298245614,0.245614035,0.140350877,0.140350877,0.175438596,0
1370,2040,0.352941176,0.259803922,0.137254902,0.098039216,0.12745098,0.024509804
1373,2360,0.296610169,0.233050847,0.152542373,0.11440678,0.156779661,0.046610169
1375,1840,0.347826087,0.266304348,0.125,0.086956522,0.141304348,0.032608696
1376,2530,0.395256917,0.304347826,0.150197628,0.079051383,0.071146245,0
1378,360,0.305555556,0.305555556,0.166666667,0.111111111,0.111111111,0
1379,400,0.375,0.325,0.15,0.075,0.075,0
1420,18530,0.39719374,0.275769023,0.146249325,0.082029142,0.089044792,0.009713977
1430,3070,0.280130293,0.201954397,0.149837134,0.123778502,0.214983713,0.029315961
1431,1600,0.29375,0.2,0.1625,0.1125,0.2,0.03125
1432,4150,0.274698795,0.231325301,0.171084337,0.101204819,0.180722892,0.040963855
1434,210,0.333333333,0.142857143,0.142857143,0.095238095,0.285714286,0
1436,1450,0.317241379,0.268965517,0.15862069,0.124137931,0.131034483,0
1438,260,0.346153846,0.269230769,0.153846154,0.115384615,0.115384615,0
1440,9430,0.360551432,0.285259809,0.152704136,0.090137858,0.100742312,0.010604454
1450,5220,0.252873563,0.134099617,0.105363985,0.078544061,0.247126437,0.181992337
1451,2490,0.240963855,0.096385542,0.080321285,0.072289157,0.253012048,0.257028112
1452,2200,0.259090909,0.213636364,0.154545455,0.127272727,0.209090909,0.036363636
1453,21390,0.343151005,0.250584385,0.158485273,0.087891538,0.135577373,0.024310425
1460,4820,0.257261411,0.143153527,0.109958506,0.093360996,0.246887967,0.149377593
1462,5670,0.273368607,0.17989418,0.142857143,0.12345679,0.216931217,0.063492063
1463,5800,0.284482759,0.193103448,0.136206897,0.105172414,0.217241379,0.063793103
1464,3100,0.287096774,0.206451613,0.148387097,0.116129032,0.2,0.041935484
1467,110,0.272727273,0.363636364,0,0,0.181818182,0.181818182
1468,2130,0.281690141,0.225352113,0.169014085,0.107981221,0.197183099,0.018779343
1469,3650,0.284931507,0.194520548,0.145205479,0.112328767,0.230136986,0.032876712
1473,4100,0.280487805,0.180487805,0.151219512,0.119512195,0.22195122,0.046341463
1474,1060,0.320754717,0.169811321,0.141509434,0.113207547,0.20754717,0.047169811
1475,4690,0.343283582,0.262260128,0.153518124,0.106609808,0.121535181,0.012793177
1501,8720,0.28440367,0.209862385,0.165137615,0.114678899,0.189220183,0.036697248
1503,1610,0.279503106,0.167701863,0.111801242,0.111801242,0.211180124,0.118012422
1504,4720,0.281779661,0.23940678,0.161016949,0.112288136,0.175847458,0.029661017
1505,2370,0.240506329,0.164556962,0.130801688,0.101265823,0.227848101,0.135021097
1506,1620,0.308641975,0.209876543,0.172839506,0.117283951,0.166666667,0.024691358
1507,6320,0.284810127,0.181962025,0.136075949,0.109177215,0.234177215,0.053797468
1510,7670,0.306388527,0.277705346,0.159061278,0.101694915,0.132985658,0.022164276
1515,1120,0.267857143,0.232142857,0.169642857,0.133928571,0.169642857,0.026785714
1516,4500,0.286666667,0.182222222,0.135555556,0.111111111,0.226666667,0.057777778
1518,1520,0.289473684,0.184210526,0.105263158,0.105263158,0.223684211,0.092105263
1519,3520,0.244318182,0.153409091,0.125,0.099431818,0.235795455,0.142045455
1520,7750,0.241290323,0.152258065,0.140645161,0.112258065,0.263225806,0.090322581
1521,1210,0.272727273,0.223140496,0.173553719,0.148760331,0.157024793,0.024793388
1522,1800,0.277777778,0.166666667,0.138888889,0.111111111,0.238888889,0.066666667
1523,3090,0.265372168,0.174757282,0.145631068,0.100323625,0.216828479,0.097087379
1524,3390,0.297935103,0.230088496,0.15339233,0.109144543,0.182890855,0.026548673
1525,230,0.391304348,0.260869565,0.130434783,0.086956522,0.130434783,0
1527,7000,0.281428571,0.228571429,0.157142857,0.115714286,0.18,0.037142857
1529,1590,0.308176101,0.20754717,0.150943396,0.113207547,0.176100629,0.044025157
1531,490,0.265306122,0.204081633,0.163265306,0.12244898,0.244897959,0
1532,7850,0.270063694,0.150318471,0.108280255,0.087898089,0.23566879,0.147770701
1534,3110,0.289389068,0.189710611,0.128617363,0.102893891,0.218649518,0.07073955
1535,2280,0.298245614,0.263157895,0.166666667,0.109649123,0.140350877,0.021929825
1536,3630,0.245179063,0.17630854,0.132231405,0.115702479,0.223140496,0.107438017
1537,1230,0.276422764,0.25203252,0.18699187,0.12195122,0.162601626,0
1540,5710,0.302977233,0.22591944,0.162872154,0.11033275,0.171628722,0.026269702
1541,1790,0.245810056,0.145251397,0.122905028,0.106145251,0.251396648,0.12849162
1542,1160,0.318965517,0.198275862,0.163793103,0.103448276,0.189655172,0.025862069
1543,4170,0.263788969,0.191846523,0.131894484,0.110311751,0.251798561,0.050359712
1545,17900,0.254748603,0.160893855,0.118435754,0.1,0.225139665,0.140782123
1550,8270,0.408706167,0.293833132,0.130592503,0.07738815,0.081015719,0.008464329
1560,2200,0.25,0.222727273,0.136363636,0.104545455,0.204545455,0.081818182
1561,340,0.323529412,0.264705882,0.176470588,0.088235294,0.147058824,0
1562,5800,0.318965517,0.244827586,0.162068966,0.106896552,0.144827586,0.022413793
1564,4120,0.262135922,0.167475728,0.133495146,0.099514563,0.240291262,0.097087379
1566,3410,0.278592375,0.173020528,0.134897361,0.108504399,0.217008798,0.08797654
1568,3840,0.278645833,0.138020833,0.106770833,0.0859375,0.244791667,0.145833333
1569,6910,0.277858177,0.206946454,0.147612156,0.104196816,0.20984081,0.053545586
1570,8750,0.357714286,0.274285714,0.149714286,0.086857143,0.109714286,0.021714286
1571,5460,0.298534799,0.243589744,0.15018315,0.108058608,0.175824176,0.023809524
1581,9750,0.238974359,0.151794872,0.116923077,0.100512821,0.22974359,0.162051282
1583,3770,0.267904509,0.198938992,0.159151194,0.119363395,0.196286472,0.058355438
1585,2100,0.3,0.219047619,0.176190476,0.10952381,0.161904762,0.033333333
1588,5020,0.324701195,0.231075697,0.145418327,0.087649402,0.167330677,0.043824701
1590,4560,0.269736842,0.153508772,0.122807018,0.087719298,0.25,0.11622807
1602,11320,0.314487633,0.244699647,0.1704947,0.098939929,0.145759717,0.025618375
1603,9480,0.417721519,0.303797468,0.132911392,0.073839662,0.066455696,0.005274262
1604,17990,0.355753196,0.30405781,0.162312396,0.08393552,0.081156198,0.01278488
1605,11970,0.424394319,0.285714286,0.130325815,0.069340017,0.07518797,0.015037594
1606,10610,0.297832234,0.267672008,0.176248822,0.103675778,0.135721018,0.018850141
1607,4190,0.37947494,0.329355609,0.155131265,0.069212411,0.066825776,0
1608,1630,0.521472393,0.294478528,0.098159509,0.024539877,0.036809816,0.024539877
1609,7440,0.384408602,0.24327957,0.112903226,0.067204301,0.120967742,0.071236559
1610,9010,0.523862375,0.321864595,0.095449501,0.034406215,0.024417314,0
1611,1180,0.330508475,0.271186441,0.169491525,0.101694915,0.127118644,0
1612,2310,0.251082251,0.173160173,0.138528139,0.112554113,0.251082251,0.073593074
1701,16810,0.255800119,0.172516359,0.136228435,0.103509816,0.235574063,0.096371208
1702,15960,0.389097744,0.253132832,0.134711779,0.079573935,0.10839599,0.035087719
1718,320,0.1875,0.125,0.125,0.125,0.34375,0.09375
1719,2640,0.25,0.147727273,0.117424242,0.075757576,0.212121212,0.196969697
1720,10480,0.242366412,0.110687023,0.096374046,0.080152672,0.242366412,0.228053435
1721,8890,0.248593926,0.165354331,0.121484814,0.104611924,0.239595051,0.120359955
1730,6900,0.230434783,0.128985507,0.104347826,0.088405797,0.242028986,0.205797101
1731,800,0.1625,0.3125,0.225,0.1375,0.1625,0
1740,2510,0.219123506,0.107569721,0.083665339,0.079681275,0.243027888,0.266932271
1741,2510,0.231075697,0.087649402,0.06374502,0.059760956,0.207171315,0.35059761
1742,8710,0.229621125,0.099885189,0.083811711,0.074626866,0.208955224,0.303099885
1745,260,0.230769231,0.192307692,0.153846154,0.153846154,0.153846154,0.115384615
1746,7060,0.250708215,0.137393768,0.111898017,0.087818697,0.252124646,0.160056657
1747,3060,0.281045752,0.169934641,0.137254902,0.104575163,0.225490196,0.081699346
1748,7880,0.23857868,0.10786802,0.088832487,0.072335025,0.225888325,0.266497462
1749,10330,0.296224589,0.20909971,0.142303969,0.102613746,0.191674734,0.058083253
1752,20290,0.304090685,0.226712666,0.146377526,0.099063578,0.165598817,0.058156727
1754,5470,0.26142596,0.18464351,0.138939671,0.117001828,0.237659963,0.060329068
1756,3110,0.282958199,0.154340836,0.109324759,0.090032154,0.241157556,0.122186495
1757,14270,0.314646111,0.213034338,0.145760336,0.100911002,0.178696566,0.046951647
1760,17690,0.234030526,0.155455059,0.127755794,0.099491238,0.235726399,0.147540984
1770,2030,0.24137931,0.083743842,0.068965517,0.064039409,0.177339901,0.36453202
1772,4880,0.25,0.104508197,0.088114754,0.075819672,0.213114754,0.268442623
1773,2880,0.208333333,0.100694444,0.090277778,0.076388889,0.197916667,0.326388889
1775,3420,0.239766082,0.111111111,0.099415205,0.081871345,0.257309942,0.210526316
1776,8180,0.240831296,0.085574572,0.062347188,0.056234719,0.206601467,0.348410758
1778,6800,0.227941176,0.088235294,0.082352941,0.070588235,0.223529412,0.307352941
1801,21590,0.270958777,0.217693377,0.163501621,0.112552107,0.188976378,0.04631774
1803,13270,0.250941974,0.161266014,0.137905049,0.10625471,0.247927656,0.095704597
1810,16250,0.228307692,0.125538462,0.099076923,0.08,0.228307692,0.238769231
1821,16570,0.275196138,0.193723597,0.146047073,0.112854556,0.224502112,0.047676524
1824,13310,0.259954921,0.15026296,0.123966942,0.098422239,0.263711495,0.103681443
1826,16740,0.291517324,0.220430108,0.162485066,0.107526882,0.182198327,0.035842294
1827,1630,0.263803681,0.134969325,0.098159509,0.09202454,0.257668712,0.153374233
1830,12600,0.341269841,0.262698413,0.147619048,0.091269841,0.134126984,0.023015873
1832,12110,0.347646573,0.266721718,0.145334434,0.090008258,0.126341866,0.023947151
1833,4190,0.267303103,0.155131265,0.116945107,0.095465394,0.252983294,0.112171838
1834,3390,0.271386431,0.185840708,0.120943953,0.10619469,0.241887906,0.073746313
1835,7550,0.287417219,0.230463576,0.165562914,0.108609272,0.174834437,0.033112583
1840,2350,0.570212766,0.314893617,0.080851064,0.021276596,0.012765957,0
1841,23920,0.531354515,0.340719064,0.084866221,0.025919732,0.015886288,0.001254181
1843,13260,0.447963801,0.319758673,0.123680241,0.05505279,0.049773756,0.003770739
1844,26460,0.329931973,0.249055178,0.14739229,0.094104308,0.15117158,0.028344671
1845,14470,0.262612301,0.158258466,0.125086386,0.090532135,0.209398756,0.154111956
1850,7560,0.416666667,0.304232804,0.138888889,0.068783069,0.067460317,0.003968254
1851,15710,0.359007002,0.340547422,0.149586251,0.070655633,0.072565245,0.007638447
1852,16990,0.359623308,0.289582107,0.15126545,0.08122425,0.099470277,0.018834609
1854,11330,0.396293027,0.290379523,0.145631068,0.075022065,0.082082966,0.01059135
1860,3460,0.320809249,0.176300578,0.132947977,0.095375723,0.205202312,0.069364162
1862,5050,0.271287129,0.194059406,0.144554455,0.112871287,0.22970297,0.047524752
1863,4830,0.258799172,0.196687371,0.155279503,0.115942029,0.219461698,0.053830228
1864,7870,0.256670902,0.149936468,0.120711563,0.092757306,0.229987294,0.149936468
1867,12690,0.249802994,0.133175729,0.116627266,0.092198582,0.255319149,0.152876281
1876,16330,0.270667483,0.176974893,0.14390692,0.118187385,0.234537661,0.055725658
1879,6260,0.279552716,0.17571885,0.132587859,0.099041534,0.231629393,0.081469649
1880,14000,0.242857143,0.172857143,0.148571429,0.107142857,0.238571429,0.09
1886,11540,0.255632582,0.113518198,0.092720971,0.083188908,0.252166378,0.202772964
1887,12140,0.270181219,0.168039539,0.126029654,0.106260297,0.249588138,0.079901153
1890,10330,0.226524685,0.103581801,0.087124879,0.067763795,0.196515005,0.318489835
1901,900,0.455555556,0.311111111,0.133333333,0.055555556,0.044444444,0
1902,21780,0.431588613,0.318181818,0.134067952,0.058769513,0.051423324,0.005968779
1904,10400,0.303846154,0.245192308,0.158653846,0.109615385,0.1625,0.020192308
1905,12660,0.401263823,0.306477093,0.143759874,0.073459716,0.068720379,0.006319115
1906,14880,0.294354839,0.211693548,0.165994624,0.11155914,0.179435484,0.036962366
1907,7500,0.248,0.146666667,0.137333333,0.098666667,0.222666667,0.146666667
1908,1940,0.237113402,0.164948454,0.144329897,0.108247423,0.226804124,0.118556701
1913,8740,0.296338673,0.21395881,0.146453089,0.100686499,0.187643021,0.054919908
1915,20010,0.284357821,0.207396302,0.144927536,0.100949525,0.189905047,0.072463768
1921,3860,0.251295337,0.095854922,0.080310881,0.059585492,0.24611399,0.266839378
1922,1630,0.27607362,0.147239264,0.104294479,0.09202454,0.257668712,0.122699387
1923,14640,0.274590164,0.195355191,0.151639344,0.104508197,0.209699454,0.06420765
1929,1800,0.277777778,0.188888889,0.111111111,0.1,0.205555556,0.116666667
1930,15220,0.329172142,0.224047306,0.14848883,0.095926413,0.14651774,0.055847569
1938,7390,0.277401894,0.178619756,0.138024357,0.104194858,0.200270636,0.101488498
1940,6570,0.238964992,0.132420091,0.105022831,0.085235921,0.242009132,0.196347032
1944,2660,0.244360902,0.131578947,0.109022556,0.086466165,0.180451128,0.248120301
1945,10400,0.249038462,0.129807692,0.108653846,0.081730769,0.211538462,0.219230769
1949,4400,0.265909091,0.145454545,0.120454545,0.093181818,0.231818182,0.143181818
1950,9430,0.261930011,0.153764581,0.130434783,0.095440085,0.220572641,0.1378579
1951,1900,0.252631579,0.157894737,0.126315789,0.1,0.226315789,0.136842105
1952,4690,0.326226013,0.226012793,0.147121535,0.106609808,0.159914712,0.034115139
1960,28120,0.30512091,0.224395448,0.156116643,0.104907539,0.176386913,0.033072546
1966,3840,0.302083333,0.177083333,0.135416667,0.098958333,0.205729167,0.080729167
1969,3160,0.262658228,0.164556962,0.129746835,0.10443038,0.237341772,0.101265823
1970,22250,0.314606742,0.250337079,0.159101124,0.099775281,0.144269663,0.031910112
1982,3470,0.265129683,0.13832853,0.097982709,0.089337176,0.23054755,0.178674352
1983,3140,0.25477707,0.114649682,0.092356688,0.089171975,0.251592357,0.197452229
1984,1830,0.267759563,0.114754098,0.092896175,0.081967213,0.202185792,0.240437158
1985,2230,0.242152466,0.125560538,0.094170404,0.085201794,0.260089686,0.192825112
2019,8730,0.274914089,0.213058419,0.155784651,0.114547537,0.197021764,0.04467354
2021,11730,0.241261722,0.16283035,0.133844842,0.101449275,0.224211424,0.136402387
2025,3800,0.236842105,0.110526316,0.086842105,0.073684211,0.197368421,0.294736842
2026,13140,0.263318113,0.177321157,0.143074581,0.108828006,0.217656012,0.089802131
2030,2790,0.23655914,0.082437276,0.071684588,0.053763441,0.146953405,0.408602151
2032,2250,0.248888889,0.16,0.124444444,0.088888889,0.231111111,0.146666667
2035,9260,0.268898488,0.177105832,0.137149028,0.097192225,0.214902808,0.10475162
2038,15940,0.2804266,0.155583438,0.116060226,0.089711418,0.233375157,0.124843162
2043,11090,0.22723174,0.117222723,0.100090171,0.082055906,0.197475203,0.275924256
2045,5650,0.288495575,0.196460177,0.146902655,0.115044248,0.185840708,0.067256637
2047,370,0.324324324,0.216216216,0.135135135,0.081081081,0.189189189,0.054054054
2048,12210,0.290745291,0.173628174,0.127764128,0.088452088,0.212121212,0.107289107
2050,12070,0.287489644,0.164871582,0.124275062,0.096934548,0.223695112,0.102734051
2052,5980,0.257525084,0.117056856,0.085284281,0.066889632,0.210702341,0.262541806
2053,6530,0.286370597,0.151607963,0.11179173,0.082695253,0.243491577,0.124042879
2054,4320,0.270833333,0.173611111,0.131944444,0.113425926,0.231481481,0.078703704
2056,4820,0.244813278,0.116182573,0.101659751,0.085062241,0.255186722,0.197095436
2061,5350,0.259813084,0.110280374,0.097196262,0.076635514,0.231775701,0.224299065
2062,15800,0.278481013,0.208227848,0.158227848,0.113291139,0.193037975,0.048734177
2066,9190,0.263329706,0.138193689,0.110990207,0.083786725,0.231773667,0.171926007
2067,8270,0.239419589,0.103990326,0.094316808,0.085852479,0.253929867,0.222490931
2071,490,0.285714286,0.183673469,0.081632653,0.081632653,0.244897959,0.12244898
2072,14930,0.306095111,0.22103148,0.154722036,0.107836571,0.172136638,0.038178165
2081,9830,0.258392675,0.151576806,0.120040692,0.094608342,0.237029502,0.138351984
2090,7530,0.253652058,0.108897742,0.091633466,0.073041169,0.219123506,0.253652058
2093,5690,0.270650264,0.149384886,0.119507909,0.084358524,0.233743409,0.142355009
2108,2650,0.162264151,0.116981132,0.124528302,0.094339623,0.188679245,0.313207547
2109,2710,0.125461255,0.129151292,0.173431734,0.118081181,0.20295203,0.250922509
2110,2280,0.171052632,0.092105263,0.096491228,0.078947368,0.201754386,0.359649123
2111,3620,0.325966851,0.174033149,0.113259669,0.069060773,0.143646409,0.174033149
2113,4440,0.13963964,0.231981982,0.274774775,0.144144144,0.157657658,0.051801802
2114,7450,0.138255034,0.166442953,0.205369128,0.13557047,0.202684564,0.151677852
2115,7800,0.370512821,0.211538462,0.133333333,0.080769231,0.114102564,0.08974359
2116,10860,0.162983425,0.143646409,0.139963168,0.108655617,0.182320442,0.262430939
2118,13860,0.303751804,0.183982684,0.126262626,0.085137085,0.148629149,0.152236652
2119,13590,0.450331126,0.322295806,0.12656365,0.050036792,0.043414275,0.007358352
2120,5320,0.503759398,0.287593985,0.107142857,0.043233083,0.046992481,0.011278195
2121,12820,0.495319813,0.328393136,0.104524181,0.042121685,0.028081123,0.001560062
2122,12460,0.388443018,0.283306581,0.146869984,0.077849117,0.089085072,0.014446228
2124,25410,0.404565132,0.293978749,0.145611964,0.06729634,0.073986619,0.014561196
2125,17170,0.377984857,0.311589983,0.150844496,0.071054164,0.072801398,0.015725102
2126,12220,0.417348609,0.323240589,0.140752864,0.064648118,0.047463175,0.006546645
2127,21410,0.183559085,0.2045773,0.231200374,0.135917795,0.161606726,0.08313872
2128,20410,0.36599706,0.324350808,0.155805977,0.072023518,0.069083782,0.012738854
2129,9990,0.214214214,0.162162162,0.149149149,0.11011011,0.195195195,0.169169169
2130,20260,0.259624877,0.257650543,0.162388944,0.090325765,0.150049358,0.079960513
2131,16310,0.306560392,0.259350092,0.155732679,0.098712446,0.144696505,0.034947885
2132,14060,0.234708393,0.187055477,0.155761024,0.108819346,0.215504979,0.098150782
2134,10700,0.336448598,0.352336449,0.168224299,0.06635514,0.063551402,0.013084112
2135,23160,0.273747841,0.315630397,0.205094991,0.09283247,0.090241796,0.022452504
2136,18490,0.351000541,0.295835587,0.156300703,0.080043267,0.102217415,0.014602488
