Zip,Slab 1 - Medical Tax Credit V2,Slab 2 - Medical Tax Credit V2,Slab 3 - Medical Tax Credit V2,Slab 4 - Medical Tax Credit V2,Slab 5 - Medical Tax Credit V2,Slab 6 - Medical Tax Credit V2,Total Medical Tax Credit V2
1001,0.011135857,0.0155902,0.005567929,0.003340757,0,0,0.035634744
1002,0.020021075,0.015806112,0.005268704,0.002107482,0,0,0.043203372
1003,0,0,0,0,0,0,
1005,0.012658228,0.025316456,0,0,0,0,0.037974684
1007,0.01055409,0.014511873,0.007915567,0,0,0,0.03298153
1008,0,0,0,0,0,0,0
1009,0,0,0,0,0,0,0
1010,0.021276596,0.015957447,0.015957447,0,0,0,0.053191489
1011,0,0.061538462,0,0,0,0,0.061538462
1012,0,0,0,0,0,0,0
1013,0.017061611,0.022748815,0.006635071,0.001895735,0,0,0.048341232
1020,0.015820699,0.022412657,0.005273566,0.002636783,0,0,0.046143705
1022,0.026086957,0,0,0,0,0,0.026086957
1026,0,0.081632653,0,0,0,0,0.081632653
1027,0.020325203,0.022357724,0.005081301,0.00304878,0,0,0.050813008
1028,0.008484848,0.012121212,0.003636364,0.002424242,0,0,0.026666667
1029,0,0,0,0,0,0,0
1030,0.01,0.015,0.006666667,0.005,0,0,0.036666667
1031,0.06,0,0,0,0,0,0.06
1032,0,0,0,0,0,0,0
1033,0.015479876,0.021671827,0,0,0,0,0.037151703
1034,0,0.038461538,0,0,0,0,0.038461538
1035,0.017985612,0.025179856,0,0,0,0,0.043165468
1036,0.01119403,0.01119403,0.007462687,0,0,0,0.029850746
1037,0,0,0,0,0,0,0
1038,0.015384615,0.023076923,0,0,0,0,0.038461538
1039,0.038461538,0.038461538,0,0,0,0,0.076923077
1040,0.017533253,0.024788392,0.004836759,0.00120919,0,0,0.048367594
1050,0.023255814,0.023255814,0,0,0,0,0.046511628
1053,0,0.045454545,0,0,0,0,0.045454545
1054,0,0.052083333,0,0,0,0,0.052083333
1056,0.013461538,0.015384615,0.004807692,0.001923077,0,0,0.035576923
1057,0.011848341,0.014218009,0.009478673,0,0,0,0.035545024
1060,0.027173913,0.025815217,0.008152174,0,0,0,0.061141304
1062,0.019332162,0.017574692,0.010544815,0,0,0,0.04745167
1066,0,0,0,0,0,0,0
1068,0,0.041237113,0,0,0,0,0.041237113
1069,0.012195122,0.019512195,0.007317073,0,0,0,0.03902439
1070,0,0,0,0,0,0,0
1071,0,0.025,0,0,0,0,0.025
1072,0.039473684,0,0,0,0,0,0.039473684
1073,0.012195122,0.018292683,0,0,0,0,0.030487805
1074,0,0,0,0,0,0,0
1075,0.009334889,0.016336056,0.008168028,0,0,0,0.033838973
1077,0.012024048,0.018036072,0.006012024,0,0,0,0.036072144
1079,0.047619048,0,0,0,0,0,0.047619048
1080,0,0.033898305,0,0,0,0,0.033898305
1081,0,0.056818182,0,0,0,0,0.056818182
1082,0.013972056,0.015968064,0.003992016,0,0,0,0.033932136
1083,0.020689655,0.020689655,0,0,0,0,0.04137931
1085,0.013192612,0.019525066,0.005277045,0.002638522,0,0,0.040633245
1086,0,0,0,0,0,0,0
1088,0,0,0,0,0,0,0
1089,0.014306152,0.024320458,0.006437768,0.00286123,0,0,0.047925608
1092,0,0,0,0,0,0,0
1093,0,0,0,0,0,0,0
1094,0,0,0,0,0,0,0
1095,0.006858711,0.010973937,0.004115226,0.002743484,0,0,0.024691358
1096,0.015625,0.03125,0,0,0,0,0.046875
1098,0,0.064516129,0,0,0,0,0.064516129
1103,0,0.037383178,0,0,0,0,0.037383178
1104,0.016617791,0.023460411,0.004887586,0,0,0,0.044965787
1105,0.017369727,0.022332506,0,0,0,0,0.039702233
1106,0.005270092,0.007905138,0.003952569,0,0,0,0.0171278
1107,0.01511335,0.025188917,0,0,0,0,0.040302267
1108,0.017361111,0.025173611,0.005208333,0,0,0,0.047743056
1109,0.013816926,0.018998273,0.005181347,0,0,0,0.037996546
1118,0.012379642,0.020632737,0.008253095,0,0,0,0.041265475
1119,0.015100671,0.023489933,0,0,0,0,0.038590604
1128,0,0.027777778,0,0,0,0,0.027777778
1129,0.013368984,0.016042781,0.00802139,0,0,0,0.037433155
1151,0.017676768,0.03030303,0,0,0,0,0.047979798
1201,0.018410418,0.023349798,0.004490346,0.001796138,0.001347104,0,0.049393803
1220,0.018691589,0.021028037,0.007009346,0,0,0,0.046728972
1222,0.045454545,0.045454545,0,0,0,0,0.090909091
1223,0.026086957,0.043478261,0,0,0,0,0.069565217
1225,0.017751479,0.035502959,0,0,0,0,0.053254438
1226,0.015151515,0.024242424,0.009090909,0,0,0,0.048484848
1230,0.026595745,0.034574468,0.010638298,0.007978723,0,0,0.079787234
1235,0.027210884,0.027210884,0,0,0,0,0.054421769
1236,0.023255814,0.058139535,0,0,0,0,0.081395349
1237,0.025806452,0.032258065,0,0,0,0,0.058064516
1238,0.019607843,0.029411765,0.009803922,0,0,0,0.058823529
1240,0.019920319,0.023904382,0,0,0,0,0.043824701
1242,0.066666667,0,0,0,0,0,0.066666667
1243,0,0,0,0,0,0,0
1244,0,0,0,0,0,0,0
1245,0,0,0,0,0,0,0
1247,0.023703704,0.023703704,0.007407407,0,0,0,0.054814815
1253,0.065217391,0,0,0,0,0,0.065217391
1254,0,0,0,0,0,0,0
1255,0.090909091,0,0,0,0,0,0.090909091
1256,0,0,0,0,0,0,0
1257,0.032258065,0.040322581,0,0,0,0,0.072580645
1258,0.052631579,0,0,0,0,0,0.052631579
1259,0,0,0,0,0,0,0
1260,0,0,0,0,0,0,0
1262,0,0.051282051,0,0,0,0,0.051282051
1264,0,0,0,0,0,0,0
1266,0,0.054054054,0,0,0,0,0.054054054
1267,0.013745704,0.020618557,0,0,0,0,0.034364261
1270,0,0,0,0,0,0,0
1301,0.02166065,0.028880866,0.009626955,0.002406739,0,0,0.062575211
1330,0.026666667,0.053333333,0,0,0,0,0.08
1331,0.020833333,0.020833333,0.008012821,0,0,0,0.049679487
1337,0.022222222,0.022222222,0.014814815,0,0,0,0.059259259
1338,0,0,0,0,0,0,0
1339,0,0.068493151,0,0,0,0,0.068493151
1340,0.034482759,0.034482759,0,0,0,0,0.068965517
1341,0,0.060240964,0,0,0,0,0.060240964
1342,0.028571429,0,0,0,0,0,0.028571429
1344,0,0.051282051,0,0,0,0,0.051282051
1346,0,0,0,0,0,0,0
1349,0,0.05,0,0,0,0,0.05
1351,0.023255814,0.046511628,0,0,0,0,0.069767442
1354,0,0.049382716,0,0,0,0,0.049382716
1355,0,0,0,0,0,0,0
1360,0.013157895,0.026315789,0,0,0,0,0.039473684
1364,0.020057307,0.025787966,0.008595989,0,0,0,0.054441261
1366,0,0.048387097,0,0,0,0,0.048387097
1367,0,0,0,0,0,0,0
1368,0.035087719,0,0,0,0,0,0.035087719
1370,0.039215686,0.039215686,0.009803922,0,0,0,0.088235294
1373,0.021186441,0.025423729,0,0,0,0,0.046610169
1375,0.016304348,0.02173913,0,0,0,0,0.038043478
1376,0.027667984,0.035573123,0,0,0,0,0.063241107
1378,0.055555556,0,0,0,0,0,0.055555556
1379,0,0.075,0,0,0,0,0.075
1420,0.015110631,0.023205613,0.005936319,0.003237992,0,0,0.047490556
1430,0.016286645,0.016286645,0.009771987,0,0,0,0.042345277
1431,0,0.0375,0,0,0,0,0.0375
1432,0.014457831,0.019277108,0.007228916,0,0,0,0.040963855
1434,0,0,0,0,0,0,0
1436,0,0.048275862,0,0,0,0,0.048275862
1438,0,0,0,0,0,0,0
1440,0.016967126,0.026511135,0.006362672,0.003181336,0,0,0.053022269
1450,0.007662835,0.009578544,0.007662835,0,0,0,0.024904215
1451,0,0.016064257,0,0,0,0,0.016064257
1452,0.013636364,0.022727273,0,0,0,0,0.036363636
1453,0.014960262,0.022907901,0.007012623,0.002805049,0,0,0.047685835
1460,0.006224066,0.010373444,0.008298755,0,0,0,0.024896266
1462,0.008818342,0.012345679,0.005291005,0.003527337,0,0,0.029982363
1463,0.012068966,0.012068966,0.010344828,0,0,0,0.034482759
1464,0.009677419,0.019354839,0.009677419,0,0,0,0.038709677
1467,0,0,0,0,0,0,0
1468,0.014084507,0.018779343,0.009389671,0,0,0,0.042253521
1469,0.010958904,0.019178082,0.010958904,0,0,0,0.04109589
1473,0.014634146,0.014634146,0.012195122,0,0,0,0.041463415
1474,0,0.037735849,0,0,0,0,0.037735849
1475,0.017057569,0.021321962,0.008528785,0,0,0,0.046908316
1501,0.012614679,0.013761468,0.005733945,0.002293578,0,0,0.03440367
1503,0.02484472,0.01863354,0,0,0,0,0.043478261
1504,0.012711864,0.016949153,0.006355932,0,0,0,0.036016949
1505,0.008438819,0.021097046,0,0,0,0,0.029535865
1506,0.018518519,0.024691358,0,0,0,0,0.043209877
1507,0.012658228,0.014240506,0.004746835,0.003164557,0,0,0.034810127
1510,0.016949153,0.022164276,0.007822686,0,0,0,0.046936115
1515,0,0.044642857,0,0,0,0,0.044642857
1516,0.008888889,0.013333333,0.006666667,0,0,0,0.028888889
1518,0.013157895,0.019736842,0,0,0,0,0.032894737
1519,0.008522727,0.011363636,0.005681818,0,0,0,0.025568182
1520,0.009032258,0.010322581,0.003870968,0.003870968,0,0,0.027096774
1521,0.016528926,0.033057851,0,0,0,0,0.049586777
1522,0,0.022222222,0,0,0,0,0.022222222
1523,0.009708738,0.012944984,0.009708738,0,0,0,0.03236246
1524,0.01179941,0.014749263,0.01179941,0,0,0,0.038348083
1525,0,0,0,0,0,0,0
1527,0.01,0.017142857,0.007142857,0.002857143,0,0,0.037142857
1529,0,0.025157233,0,0,0,0,0.025157233
1531,0.040816327,0,0,0,0,0,0.040816327
1532,0.008917197,0.012738854,0.003821656,0.002547771,0,0,0.028025478
1534,0.009646302,0.009646302,0.009646302,0,0,0,0.028938907
1535,0.013157895,0.021929825,0.00877193,0,0,0,0.043859649
1536,0.008264463,0.011019284,0.008264463,0,0,0,0.027548209
1537,0,0.032520325,0,0,0,0,0.032520325
1540,0.012259194,0.017513135,0.010507881,0,0,0,0.04028021
1541,0,0.022346369,0,0,0,0,0.022346369
1542,0.017241379,0,0,0,0,0,0.017241379
1543,0.009592326,0.011990408,0.007194245,0,0,0,0.028776978
1545,0.010055866,0.012849162,0.004469274,0.001675978,0.002234637,0,0.031284916
1550,0.015719468,0.024183797,0.006045949,0.00241838,0,0,0.048367594
1560,0.013636364,0.022727273,0,0,0,0,0.036363636
1561,0,0,0,0,0,0,0
1562,0.013793103,0.018965517,0.00862069,0,0,0,0.04137931
1564,0.009708738,0.014563107,0.007281553,0,0,0,0.031553398
1566,0.011730205,0.011730205,0.011730205,0,0,0,0.035190616
1568,0.010416667,0.013020833,0.0078125,0,0,0,0.03125
1569,0.011577424,0.013024602,0.00723589,0,0,0,0.031837916
1570,0.016,0.021714286,0.006857143,0,0,0,0.044571429
1571,0.010989011,0.016483516,0.007326007,0,0,0,0.034798535
1581,0.01025641,0.01025641,0.004102564,0.003076923,0,0,0.027692308
1583,0.01061008,0.013262599,0.013262599,0,0,0,0.037135279
1585,0.014285714,0.014285714,0.00952381,0,0,0,0.038095238
1588,0.011952191,0.017928287,0.007968127,0,0,0,0.037848606
1590,0.00877193,0.00877193,0.006578947,0,0,0,0.024122807
1602,0.017667845,0.026501767,0.009717314,0.005300353,0,0,0.059187279
1603,0.02742616,0.033755274,0.008438819,0.003164557,0,0,0.07278481
1604,0.01778766,0.031128405,0.007782101,0.003335186,0,0,0.060033352
1605,0.019214703,0.0267335,0.007518797,0.003341688,0,0,0.056808688
1606,0.013195099,0.020735156,0.007540057,0.003770028,0,0,0.045240339
1607,0.021479714,0.035799523,0.014319809,0,0,0,0.071599045
1608,0.030674847,0.030674847,0,0,0,0,0.061349693
1609,0.02016129,0.028225806,0.00672043,0,0,0,0.055107527
1610,0.032186459,0.038845727,0.008879023,0.002219756,0,0,0.082130966
1611,0.016949153,0.033898305,0,0,0,0,0.050847458
1612,0,0.021645022,0,0,0,0,0.021645022
1701,0.011302796,0.015466984,0.00594884,0.002379536,0.001784652,0,0.036882808
1702,0.021303258,0.027568922,0.009398496,0.001879699,0.001253133,0,0.061403509
1718,0,0,0,0,0,0,0
1719,0.011363636,0.018939394,0,0,0,0,0.03030303
1720,0.009541985,0.009541985,0.002862595,0.002862595,0,0,0.02480916
1721,0.008998875,0.015748031,0.003374578,0.004499438,0,0,0.032620922
1730,0.007246377,0.010144928,0.004347826,0,0,0,0.02173913
1731,0,0,0,0,0,0,0
1740,0,0.015936255,0,0,0,0,0.015936255
1741,0.015936255,0,0,0,0,0,0.015936255
1742,0.004592423,0.005740528,0.004592423,0,0,0,0.014925373
1745,0,0,0,0,0,0,0
1746,0.007082153,0.009915014,0.004249292,0.002832861,0,0,0.02407932
1747,0.009803922,0.019607843,0,0,0,0,0.029411765
1748,0.005076142,0.010152284,0,0.003807107,0,0,0.019035533
1749,0.011616651,0.017424976,0.006776379,0.003872217,0,0,0.039690223
1752,0.013307048,0.019221291,0.006407097,0.002464268,0.001478561,0,0.042878265
1754,0.010968921,0.016453382,0.009140768,0,0,0,0.036563071
1756,0.009646302,0.012861736,0.009646302,0,0,0,0.032154341
1757,0.013314646,0.018220042,0.00840925,0.002803083,0.001401542,0,0.044148563
1760,0.009609949,0.013001696,0.003957038,0.001695873,0.001695873,0,0.02996043
1770,0.009852217,0,0,0,0,0,0.009852217
1772,0.008196721,0.012295082,0,0,0,0,0.020491803
1773,0,0.013888889,0,0,0,0,0.013888889
1775,0.011695906,0.011695906,0,0,0,0,0.023391813
1776,0.007334963,0.006112469,0,0.002444988,0,0,0.015892421
1778,0.005882353,0.004411765,0.004411765,0,0,0,0.014705882
1801,0.01065308,0.017600741,0.005094951,0.002315887,0.00185271,0,0.037517369
1803,0.008289375,0.012057272,0.005275057,0.001507159,0.001507159,0,0.028636021
1810,0.006153846,0.008615385,0.003076923,0.001230769,0.001846154,0,0.020923077
1821,0.009052505,0.014484007,0.005431503,0.001810501,0.001810501,0,0.032589016
1824,0.007513148,0.011269722,0.003005259,0.002253944,0,0,0.024042074
1826,0.01135006,0.018518519,0.005973716,0.001792115,0.001792115,0,0.039426523
1827,0.018404908,0,0,0,0,0,0.018404908
1830,0.015873016,0.023015873,0.004761905,0.002380952,0,0,0.046031746
1832,0.015689513,0.025598679,0.005780347,0.003303055,0,0,0.050371594
1833,0.007159905,0.011933174,0.007159905,0,0,0,0.026252983
1834,0.008849558,0.017699115,0,0,0,0,0.026548673
1835,0.01192053,0.021192053,0.006622517,0.00397351,0,0,0.043708609
1840,0.034042553,0.05106383,0,0,0,0,0.085106383
1841,0.036371237,0.047240803,0.008779264,0.001672241,0,0,0.094063545
1843,0.026395173,0.037707391,0.008295626,0.003016591,0,0,0.075414781
1844,0.016250945,0.023809524,0.007558579,0.002267574,0.001511716,0,0.051398337
1845,0.00829302,0.014512785,0.004837595,0.00138217,0.00138217,0,0.03040774
1850,0.015873016,0.026455026,0.009259259,0,0,0,0.051587302
1851,0.019732654,0.031826862,0.008274984,0.003182686,0,0,0.063017187
1852,0.015303119,0.026486168,0.006474397,0.002354326,0,0,0.050618011
1854,0.016769638,0.029126214,0.007943513,0.002647838,0,0,0.056487202
1860,0.011560694,0.014450867,0.00867052,0,0,0,0.034682081
1862,0.007920792,0.011881188,0.007920792,0,0,0,0.027722772
1863,0.010351967,0.01863354,0.00621118,0,0,0,0.035196687
1864,0.008894536,0.010165184,0.005082592,0,0,0,0.024142313
1867,0.006304177,0.009456265,0.003152088,0.002364066,0,0,0.021276596
1876,0.007960808,0.012859767,0.004286589,0.00183711,0.00122474,0,0.028169014
1879,0.011182109,0.014376997,0.004792332,0.003194888,0,0,0.033546326
1880,0.008571429,0.013571429,0.004285714,0.002857143,0,0,0.029285714
1886,0.006065858,0.008665511,0.004332756,0.002599653,0,0,0.021663778
1887,0.007413509,0.011532125,0.004118616,0.00247117,0,0,0.02553542
1890,0.006776379,0.006776379,0.002904163,0.002904163,0,0,0.019361084
1901,0.022222222,0.055555556,0,0,0,0,0.077777778
1902,0.019283747,0.03030303,0.0087236,0.001836547,0.000918274,0,0.061065197
1904,0.0125,0.019230769,0.005769231,0.002884615,0,0,0.040384615
1905,0.017377567,0.02764613,0.006319115,0.003949447,0,0,0.055292259
1906,0.012768817,0.018145161,0.007392473,0.002016129,0.002016129,0,0.04233871
1907,0.009333333,0.013333333,0.004,0.002666667,0,0,0.029333333
1908,0.010309278,0.015463918,0,0,0,0,0.025773196
1913,0.012585812,0.018306636,0.006864989,0,0,0,0.037757437
1915,0.012493753,0.017491254,0.004997501,0.00149925,0.0009995,0,0.037481259
1921,0.005181347,0.005181347,0.005181347,0,0,0,0.015544041
1922,0.012269939,0.018404908,0,0,0,0,0.030674847
1923,0.008879781,0.015710383,0.003415301,0.00273224,0.00136612,0,0.032103825
1929,0.022222222,0.027777778,0,0,0,0,0.05
1930,0.019710907,0.024310118,0.007884363,0.002628121,0.001971091,0,0.056504599
1938,0.01488498,0.01488498,0.00541272,0.00270636,0,0,0.037889039
1940,0.00456621,0.01065449,0.00608828,0,0,0,0.02130898
1944,0.011278195,0.015037594,0,0,0,0,0.026315789
1945,0.009615385,0.010576923,0.005769231,0,0,0,0.025961538
1949,0.006818182,0.011363636,0.004545455,0,0,0,0.022727273
1950,0.011664899,0.012725345,0.004241782,0.003181336,0,0,0.031813362
1951,0.015789474,0.021052632,0,0,0,0,0.036842105
1952,0.014925373,0.023454158,0.008528785,0,0,0,0.046908316
1960,0.012446657,0.018136558,0.004978663,0.002133713,0.001422475,0,0.039118065
1966,0.015625,0.0234375,0.010416667,0,0,0,0.049479167
1969,0.009493671,0.012658228,0.006329114,0,0,0,0.028481013
1970,0.016179775,0.022921348,0.006741573,0.002696629,0,0,0.048539326
1982,0.011527378,0.014409222,0.008645533,0,0,0,0.034582133
1983,0,0.015923567,0,0,0,0,0.015923567
1984,0,0.021857923,0,0,0,0,0.021857923
1985,0,0.01793722,0,0,0,0,0.01793722
2019,0.011454754,0.017182131,0.005727377,0.004581901,0,0,0.038946163
2021,0.006820119,0.011082694,0.005967604,0,0.00170503,0,0.025575448
2025,0.007894737,0.010526316,0,0,0,0,0.018421053
2026,0.00761035,0.012937595,0.00456621,0.00304414,0,0,0.028158295
2030,0.007168459,0,0,0,0,0,0.007168459
2032,0,0.022222222,0,0,0,0,0.022222222
2035,0.009719222,0.01187905,0.003239741,0.003239741,0,0,0.028077754
2038,0.008782936,0.010664994,0.003764115,0.001882058,0.001882058,0,0.026976161
2043,0.003606853,0.006311993,0.004508566,0,0,0,0.014427412
2045,0.012389381,0.015929204,0.005309735,0.003539823,0,0,0.037168142
2047,0,0,0,0,0,0,0
2048,0.00982801,0.013104013,0.004914005,0.003276003,0,0,0.031122031
2050,0.008285004,0.012427506,0.004142502,0.003314002,0,0,0.028169014
2052,0.005016722,0.006688963,0.006688963,0,0,0,0.018394649
2053,0.009188361,0.012251149,0.006125574,0,0,0,0.027565084
2054,0.011574074,0.016203704,0,0.00462963,0,0,0.032407407
2056,0.008298755,0.006224066,0.006224066,0,0,0,0.020746888
2061,0.005607477,0.005607477,0.005607477,0,0,0,0.01682243
2062,0.012025316,0.014556962,0.005696203,0.003797468,0,0,0.036075949
2066,0.009793254,0.010881393,0.003264418,0.003264418,0,0,0.027203482
2067,0.006045949,0.007255139,0.006045949,0.00241838,0,0,0.021765417
2071,0,0,0,0,0,0,0
2072,0.013395847,0.020093771,0.006697924,0.002679169,0.001339585,0,0.044206296
2081,0.007121058,0.011190234,0.004069176,0.003051882,0,0,0.02543235
2090,0.006640106,0.009296149,0,0.002656042,0,0,0.018592297
2093,0.007029877,0.010544815,0.005272408,0.003514938,0,0,0.026362039
2108,0,0.011320755,0,0,0,0,0.011320755
2109,0,0.011070111,0,0,0,0,0.011070111
2110,0,0.013157895,0,0,0,0,0.013157895
2111,0.066298343,0.044198895,0.005524862,0,0,0,0.116022099
2113,0.004504505,0.011261261,0,0,0,0,0.015765766
2114,0.005369128,0.009395973,0,0,0,0,0.014765101
2115,0.016666667,0.014102564,0.002564103,0,0,0,0.033333333
2116,0.008287293,0.010128913,0.002762431,0,0,0,0.021178637
2118,0.015151515,0.014430014,0.002886003,0.001443001,0,0,0.033910534
2119,0.018395879,0.023546726,0.005150846,0,0,0,0.047093451
2120,0.016917293,0.020676692,0,0,0,0,0.037593985
2121,0.01950078,0.021840874,0.005460218,0,0,0,0.046801872
2122,0.021669342,0.028089888,0.006420546,0.002407705,0,0,0.05858748
2124,0.01613538,0.020070838,0.004329004,0.001574183,0,0,0.042109406
2125,0.022131625,0.025626092,0.005241701,0.001747234,0,0,0.054746651
2126,0.012274959,0.021276596,0.004909984,0.001636661,0,0,0.0400982
2127,0.007473143,0.009341429,0.0032695,0,0.000934143,0,0.021018216
2128,0.026947575,0.034296913,0.010289074,0.002939735,0,0,0.074473297
2129,0.011011011,0.012012012,0.004004004,0,0,0,0.027027027
2130,0.016781836,0.01875617,0.004442251,0.001974334,0,0,0.04195459
2131,0.01532802,0.020846107,0.006131208,0.001839362,0.001839362,0,0.045984059
2132,0.009957326,0.013513514,0.004267425,0.002133713,0,0,0.029871977
2134,0.018691589,0.020560748,0.004672897,0,0,0,0.043925234
2135,0.016407599,0.018134715,0.004317789,0.002158895,0,0,0.041018998
2136,0.012439156,0.021633315,0.004326663,0.002704164,0,0,0.041103299
2138,0.008672448,0.010006671,0.002668446,0.001334223,0,0,0.022681788
2139,0.011235955,0.012306046,0.003210273,0.002140182,0,0,0.028892456
2140,0.013220019,0.019830028,0.005665722,0,0,0,0.03871577
2141,0.011220196,0.014025245,0.005610098,0,0,0,0.03085554
2142,0,0,0,0,0,0,0
2143,0.016297262,0.022164276,0.003911343,0.002607562,0,0,0.044980443
2144,0.012337217,0.015764222,0.004112406,0,0,0,0.032213845
2145,0.020703934,0.029675638,0.008281573,0.002760524,0,0,0.06142167
2148,0.030415891,0.035692117,0.009000621,0.002793296,0.001241465,0,0.079143389
2149,0.024630542,0.038065383,0.011195701,0.003134796,0.001791312,0,0.078817734
2150,0.026519337,0.037569061,0.008839779,0.002762431,0,0,0.075690608
2151,0.022586521,0.030601093,0.01129326,0.003278689,0.001821494,0,0.069581056
2152,0.011727079,0.017057569,0.006396588,0.003198294,0,0,0.038379531
2155,0.014530191,0.018727801,0.00516629,0.001614466,0.001614466,0,0.041653213
2163,0,0,0,0,0,0,0
2169,0.021710526,0.025986842,0.005592105,0.001644737,0.001315789,0,0.05625
2170,0.048598131,0.05046729,0.009345794,0.001869159,0.002803738,0,0.113084112
2171,0.039961014,0.038986355,0.006822612,0.002923977,0,0,0.088693957
2176,0.010288066,0.011659808,0.004801097,0.002057613,0,0,0.028806584
2180,0.011503698,0.014790468,0.004930156,0.004108463,0,0,0.035332786
2184,0.011892451,0.017580145,0.004653568,0.002068252,0.002068252,0,0.038262668
2186,0.006111536,0.009167303,0.003055768,0.003055768,0,0,0.021390374
2188,0.01305483,0.016971279,0.006527415,0.002610966,0,0,0.039164491
2189,0.014102564,0.020512821,0.005128205,0.002564103,0,0,0.042307692
2190,0.009564293,0.01487779,0.005313496,0.003188098,0,0,0.032943677
2191,0.015317287,0.013129103,0.010940919,0,0,0,0.039387309
2199,0,0,0,0,0,0,0
2210,0,0.018181818,0,0,0,0,0.018181818
2215,0.01141925,0.01141925,0,0,0,0,0.022838499
2301,0.022793878,0.030608922,0.008791924,0.002605015,0.00097688,0,0.06577662
2302,0.016393443,0.027517564,0.008782201,0.003512881,0,0,0.056206089
2322,0.016528926,0.016528926,0.012396694,0,0,0,0.045454545
2324,0.007493755,0.01582015,0.004995837,0.002497918,0,0,0.03080766
2330,0.014336918,0.019713262,0.008960573,0,0,0,0.043010753
2332,0.005714286,0.007142857,0.004285714,0,0,0,0.017142857
2333,0.012195122,0.017615176,0.005420054,0.004065041,0,0,0.039295393
2338,0.012285012,0.017199017,0.004914005,0.007371007,0,0,0.041769042
2339,0.005602241,0.009803922,0.005602241,0,0,0,0.021008403
2341,0.011342155,0.015122873,0.005671078,0.003780718,0,0,0.035916824
2343,0.015490534,0.020654045,0.010327022,0,0,0,0.046471601
2346,0.011494253,0.016420361,0.005747126,0.002463054,0.001642036,0,0.037766831
2347,0.012173913,0.013913043,0.006956522,0.005217391,0,0,0.03826087
2351,0.011415525,0.017123288,0.005707763,0.003424658,0,0,0.037671233
2356,0.00952381,0.011111111,0.006349206,0.004761905,0,0,0.031746032
2359,0.009944751,0.015469613,0.005524862,0.003314917,0,0,0.034254144
2360,0.010402219,0.014909847,0.00554785,0.002427184,0.001040222,0,0.034327323
2364,0.008955224,0.013432836,0.005970149,0.004477612,0,0,0.032835821
2366,0,0,0,0,0,0,0
2367,0,0.026845638,0,0,0,0,0.026845638
2368,0.014614952,0.025857223,0.007307476,0.002248454,0.001686341,0,0.051714446
2370,0.011689692,0.018065887,0.004250797,0.003188098,0,0,0.037194474
2375,0.009380863,0.016885553,0.00750469,0,0,0,0.033771107
2379,0.008,0.016,0.010666667,0,0,0,0.034666667
2382,0.01312336,0.017060367,0.00656168,0.003937008,0,0,0.040682415
2420,0.007256894,0.008708273,0.002902758,0.002902758,0,0,0.021770682
2421,0.007444169,0.007444169,0.004962779,0,0,0,0.019851117
2445,0.009127789,0.010141988,0.005070994,0,0,0,0.024340771
2446,0.0078125,0.007102273,0.002840909,0.002130682,0,0,0.019886364
2451,0.013771186,0.014830508,0.00529661,0.003177966,0,0,0.037076271
2452,0.010903427,0.015576324,0.009345794,0,0,0,0.035825545
2453,0.015089163,0.020576132,0.007544582,0.002743484,0,0,0.045953361
2458,0.010954617,0.014084507,0.004694836,0.004694836,0,0,0.034428795
2459,0.006993007,0.005827506,0.004662005,0,0,0,0.017482517
2460,0.010638298,0.012765957,0.008510638,0,0,0,0.031914894
2461,0.008595989,0.017191977,0,0,0,0,0.025787966
2462,0,0,0,0,0,0,0
2464,0,0.044585987,0,0,0,0,0.044585987
2465,0.00862069,0.010344828,0.006896552,0,0,0,0.025862069
2466,0.008797654,0.011730205,0,0,0,0,0.020527859
2467,0.010471204,0.010471204,0.003926702,0.002617801,0,0,0.027486911
2468,0.011363636,0,0,0,0,0,0.011363636
2472,0.014698163,0.018372703,0.005249344,0.002624672,0.001574803,0,0.042519685
2474,0.011118833,0.014593468,0.004864489,0.002779708,0,0,0.033356498
2476,0.009184845,0.011481056,0.004592423,0.003444317,0,0,0.028702641
2478,0.008878128,0.01291364,0.00322841,0.00322841,0,0,0.028248588
2481,0.004347826,0.004347826,0,0,0,0,0.008695652
2482,0.006134969,0.006134969,0.00408998,0,0,0,0.016359918
2492,0.004166667,0.005208333,0.003125,0,0,0,0.0125
2493,0,0.011695906,0,0,0,0,0.011695906
2494,0.008421053,0.008421053,0.006315789,0,0,0,0.023157895
2532,0.018272425,0.021594684,0.009966777,0,0,0,0.049833887
2534,0,0,0,0,0,0,0
2535,0.03125,0.0625,0,0,0,0,0.09375
2536,0.016933208,0.024459078,0.00752587,0.003762935,0,0,0.052681091
2537,0.012861736,0.012861736,0.009646302,0,0,0,0.035369775
2538,0.016806723,0.037815126,0,0,0,0,0.054621849
2539,0.026490066,0.039735099,0.016556291,0,0,0,0.082781457
2540,0.012626263,0.02020202,0,0,0,0,0.032828283
2542,0,0,0,0,0,0,0
2543,0.04,0,0,0,0,0,0.04
2553,0.036363636,0,0,0,0,0,0.036363636
2554,0.015923567,0.02866242,0.00955414,0.006369427,0.003184713,0,0.063694268
2556,0,0.030927835,0,0,0,0,0.030927835
2557,0.025906736,0.041450777,0.020725389,0,0,0,0.088082902
2558,0,0.044247788,0,0,0,0,0.044247788
2559,0,0.039548023,0,0,0,0,0.039548023
2561,0.046511628,0,0,0,0,0,0.046511628
2562,0,0.033519553,0,0,0,0,0.033519553
