Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999
Honduras,2039591.421889134,2102471.6510566026,2161650.5835594456,2217700.6669417173,2276743.3588402253,2338036.0004471606,2409177.2108944394,2483676.417927817,2560324.773693631,2638426.2902287585,2718189.722155882,2799662.928657287,2884313.8896976192,2971739.0045656315,3062366.14263214,3156785.650208144,3252312.8054819135,3351184.1593333106,3453314.274899257,3559517.3264904646,3670663.906835347,3787324.984226915,3908215.82093856,4033560.777768173,4159380.709069288,4286359.158633716,4415217.0612635035,4545278.210158601,4677514.382460915,4812548.582983321,4952892.849307852,5097848.484642914,5247839.937889226,5402103.73647736,5557574.694304129,5711354.525359891,5869452.166320113,6028625.149623938,6188553.477687338,6351938.104448309
"Hong Kong SAR, China",3188017.2351123337,3203860.771737149,3265001.3972439356,3336398.310444135,3412544.57875925,3499093.2413258925,3595528.3193036905,3696406.8216150887,3816700.346925456,3905485.1681137113,3996620.0744939484,4075814.0610548565,4170385.2899666578,4287613.881975169,4385800.1500881,4482632.099297002,4600874.991144182,4707615.314201022,4807076.037197037,4897722.793879822,4996728.445768101,5087616.375862143,5176513.738837077,5262175.226782978,5345680.926088534,5419216.610718956,5478437.934365822,5535681.462338816,5594162.672330467,5662544.90302456,5733624.440337399,5807485.529172668,5898135.888296759,6008533.306389976,6126118.094830928,6235951.658468094,6337848.465690577,6423439.002801359,6504512.78516091,6587406.648855466
Hungary,9974354.928206438,10049603.635909062,10066684.485308826,10095369.813343162,10124741.224237908,10156281.891261518,10183923.363382578,10211908.96465801,10214033.611853905,10291595.657483527,10327218.573365541,10367429.52049268,10409305.48608539,10424904.34276373,10494911.887531746,10557153.942036908,10586216.192901865,10631931.261173476,10676032.284911849,10710460.044180308,10729153.808418607,10731901.167599231,10721095.525503006,10700638.817852926,10670947.296656046,10637792.09589573,10602777.846424254,10559997.495549912,10515047.316452244,10474445.747916397,10438754.952835687,10411564.328403443,10389665.454223877,10372775.676741421,10360587.4141652,10345836.015586752,10318156.705849348,10285081.42562319,10250347.154301899,10209507.642912408
Iceland,176766.59108658004,179598.11212553328,182525.0944947771,185546.0647313526,188579.96206826656,191555.2078871479,194542.8024022109,197505.36976056796,200361.1909867669,203072.3964532301,205745.17215614917,208266.26892962336,210396.00713199461,212314.5391471617,214235.49780696764,216362.9681922589,218640.9978241772,221122.1345646863,223778.02609533124,226532.4576944861,229146.22861578123,231775.93316332452,234401.19014687632,236980.13127693406,239483.81184664613,241990.45736028787,244522.40014635658,247004.0979262347,249458.20658338792,251886.72668382534,254440.53888979522,257133.31004737166,259806.44499143166,262368.83311057946,264838.7729274529,267301.3539958099,269772.88699900557,272316.09854272916,274811.36556993064,277241.3496369696
India,450717473.440941,458459843.27523524,467223311.6793809,476934205.91055703,486914607.83325773,497230423.7114419,508033153.20940167,519080748.0875013,530480197.3843652,542275097.3372353,554430642.0452745,566911358.5635017,579604300.2795873,592655724.8808028,606167839.6371722,620176021.7140142,634753075.542528,649860972.9128722,665464641.7264816,681406988.397287,697518840.4631912,713807274.8312894,730381134.15188,747133911.1854718,764042950.6039146,781235696.2788532,798760449.3066801,816576553.3853977,834556630.6461931,852567301.7617894,870558030.2821757,888481615.1645628,906334095.9331173,924197793.2735217,942175394.487251,960303085.9348726,978609553.938378,997107410.2455807,1015775844.8682165,1034593629.6888266
Indonesia,87817501.2814597,89962975.93453869,92388807.04570924,95048258.37475525,97733807.49623936,100456952.93514863,103229128.29857439,105997289.35469636,108823462.7489515,111745419.69336843,114731341.79738861,117809601.6080212,121009254.92839165,124298901.96546824,127617417.07463692,130897861.22241528,134162572.98146084,137397429.22044638,140641668.34876975,143929902.6314714,147321903.5539903,150793323.36268777,154361851.1928756,157962874.21341568,161531521.34017304,165034253.57654798,168463210.38650852,171846607.6388571,175167824.66984197,178428778.3010519,181601717.27675027,184668997.5212201,187666973.74576116,190657273.77983376,193676712.91427588,196716075.63939807,199780922.84258568,202842135.09525603,205895051.80005497,208893907.207003
"Iran, Islamic Rep.",21932426.21778249,22674063.33391586,23294103.598494254,23801407.8001401,24348245.256673127,24929771.86089058,25502471.713047452,26127260.170468383,26788671.14988765,27471236.843328834,28151565.89278593,28855366.474913,29676039.444276553,30585208.958118085,31571180.440530624,32622266.504190072,33742539.21358709,34915495.0444408,36152046.17460318,37493588.79598301,39016647.83232301,40678866.69374375,42442775.41330057,44293211.89916506,46181334.262209125,48012222.75024951,49763335.87947866,51450026.47680895,53039364.65525278,54494591.70547082,55752728.8027562,56783263.46230605,57649019.03117809,58455619.778302066,59321026.51765303,60319910.50411638,61487637.16480628,62773030.55404046,64135247.29053586,65472399.43824606
Iraq,7261173.124548875,7498701.955948874,7710519.632417303,7895871.392751992,8085679.392637044,8269125.221793711,8614614.77702294,8963058.09769515,9307051.417485554,9644386.975803167,9980760.017663594,10312651.965355985,10645723.215484101,10982235.282133829,11331997.128197737,11703724.307399362,12049572.729449354,12413194.13248853,12789444.8250359,13176815.428144831,13570643.210390396,13988404.861212779,14420966.942070741,14865090.455980811,15246238.225971762,15603166.435082346,15959986.37493487,16302338.033879861,16646792.548954185,17004299.507573884,17432929.81453732,17919544.388412308,18469599.673524354,19074756.3829508,19682618.361283664,20238269.807333242,20866134.41655993,21506619.62423111,22146386.24451674,22833198.671140935
Ireland,2784010.4799105,2845809.088176726,2862363.2828818643,2873378.049013945,2884492.387322867,2893557.2740197894,2893671.463003773,2894965.9670827,2882997.589718221,2917595.102903247,2941986.09736895,2983277.345470391,3037555.604601922,3084326.9256500425,3160816.898383568,3227377.4688185793,3264369.3025140017,3300705.096000223,3330345.9552146844,3356595.3312996463,3382352.112067136,3409139.899357162,3435589.6689449013,3463576.728485757,3490567.9431771836,3514030.522263122,3532970.937990315,3545520.6715773325,3554082.3892856855,3561083.434271976,3567535.5518133393,3576512.327234873,3586117.220683182,3597867.9001282905,3614471.58094711,3632345.3869537883,3646018.6628683046,3660026.1769644083,3676304.8024140676,3690639.3732164023
Isle of Man,49488.01861723512,47973.103480426034,47672.48861118647,48480.49041157992,49212.28982844472,50007.21546751801,51136.60871019704,52146.944641076065,53209.55195037473,54373.35914693356,55544.87289573912,56675.472187000785,57543.13102114814,58306.2278633132,59013.3333783388,59641.15209763805,60289.237112858005,60946.72116753665,61666.325435645434,62330.6481894876,62768.470370188916,63049.50577053174,63381.506185659215,63609.492166864504,63719.70862300353,63973.70180231146,64479.736288531065,65213.323113367565,66034.34188832832,66808.82083413482,67519.76702870734,68122.60649776069,68591.6853720599,69014.49141789632,69481.11793746107,69982.96382199242,70539.54927363305,71177.25648506623,71860.3679663098,72563.394942515
Israel,2104011.2920485437,2197180.84897865,2288767.4926789533,2379290.618145203,2469645.05755701,2556054.698944036,2640145.7938059373,2722737.0559860123,2803311.4425752554,2885550.519575543,2979069.746471337,3080245.516875826,3175105.3682975704,3265951.19952891,3354650.460794624,3445266.2827133983,3532883.8492752053,3621922.7261217395,3711395.956712881,3799598.9429060053,3876565.694636194,3950241.208251604,4019386.5615365095,4085665.775894217,4151720.084373949,4223873.83146046,4303227.238874851,4386416.416238457,4478491.294352766,4583973.320942987,4712983.184582213,4868990.943561856,5042016.440434619,5219272.9732127525,5390619.585152701,5553033.204732865,5704107.0017779395,5849868.289271804,5990269.597316913,6133512.483401675
Italy,50193519.7938979,50681078.14193967,50989842.64499119,51365085.37631593,51729665.972633004,52078099.20450318,52404290.449330695,52710786.167270586,52911334.19029489,53384622.91666242,53753640.66131472,54171015.304486096,54558726.82977875,54820252.61037963,55232908.34394819,55582066.855938025,55752637.88489573,55947604.99166017,56127429.88887919,56290198.8524168,56393175.658569664,56478710.823231936,56545639.5020857,56591011.36972839,56599511.8701299,56605059.68628964,56621461.92367439,56613632.765552536,56597536.70694809,56586312.02501999,56608512.889949724,56676862.61482843,56747457.78900498,56805111.645186946,56860094.681787044,56909515.103379965,56921210.437206805,56935852.49888943,56943929.92829983,56929725.99870001
Jamaica,1610835.2101297628,1655205.9250133417,1683112.3576143882,1707129.9969695539,1732154.5833848028,1757487.5676521615,1780460.9076728816,1804467.6650359815,1823880.090312469,1855847.3133556568,1880541.2540206374,1906309.6991608401,1933991.906527065,1957845.5174125687,1991589.0378366103,2024666.1691923284,2052021.2061324685,2082438.92445996,2112883.1644566013,2143218.861371658,2173779.930023295,2204205.6709404103,2233469.890567856,2262833.947583,2291976.160141321,2319938.7976787016,2346399.083616389,2370372.6383451754,2392926.6852006316,2415065.0628192676,2436390.2765334835,2457438.7909799665,2478118.065693386,2498757.332995205,2520056.17005565,2541759.2471672976,2562303.4250093596,2582650.944216428,2603439.136124517,2623626.386596917
Japan,93358942.4446696,94667323.31103487,95692347.2681111,96495469.70734447,97418097.9008568,98461878.4661694,99567280.53038393,100818482.01256482,102138085.16945495,103463862.06067592,104778122.90462075,106082191.7927682,107428171.37201901,108756968.39358084,110035222.06501739,111253731.07990853,112373345.12590595,113398203.263884,114338420.97952478,115256944.2780206,116219458.51468633,117218066.07777794,118192396.72385867,119162642.13280593,120106281.23742934,120942188.5346541,121633752.06171836,122194941.19200565,122681932.70699953,123159151.24199231,123651181.56674029,124196847.33962433,124791903.32942317,125352579.99165343,125769745.29257356,125993701.66125928,126001482.24745189,125840558.47399329,125629714.05527057,125525957.49156378
Jordan,948437.4678803799,927632.3726749576,970171.5613786739,1046783.0117066756,1123926.6656624915,1205580.8650459738,1302590.2718510332,1398276.3435421768,1506956.7478190577,1591015.0206046728,1690308.7753269593,1786292.042073721,1872764.182741087,1962924.202552104,2025139.0736767133,2080263.4996467116,2139616.789689609,2186038.0243906262,2233600.7691160226,2289179.24181233,2355046.4677462634,2435905.3916648813,2536097.832255724,2646219.067385667,2760904.2176412283,2883005.5359332785,3013986.247824861,3156689.3881685883,3307254.4014197867,3462929.323861225,3625434.0979653923,3792929.8630972803,3963660.288227548,4136194.521636948,4307543.395109748,4475706.509987116,4643149.648746939,4808581.874082687,4971030.156807415,5134117.841245494
Kazakhstan,9812161.999582022,10065328.701095931,10413148.065093301,10845973.765965514,11271839.954843119,11710678.38179937,11930498.476886168,12124616.284698635,12324977.260037743,12555470.447859406,12769549.441449657,12983605.978352793,13199372.211535819,13399422.98603765,13571081.828419387,13700114.74844499,13871676.025456324,14039027.172746137,14210148.867466979,14386166.20395556,14566818.893799193,14724169.779430673,14862879.643099219,14977929.039531857,15165486.90124464,15382155.359106652,15601942.915978625,15835827.499090642,16066018.047466502,16285092.659014896,16403574.920816861,16426591.679746933,16349167.805581838,16179411.196849719,15987276.158476166,15868100.354932457,15652147.546264164,15415476.975879714,15167683.964566387,14842522.857396565
Kenya,8087152.490492775,8328705.147006253,8632623.224196028,8908222.853218673,9200522.051790044,9508241.598573212,9827950.60536297,10167027.081738323,10559730.375843028,10871570.330438448,11248276.605088696,11636790.357540797,12066596.529342465,12562979.210767262,13010940.92298574,13482619.29008143,14015559.949235993,14537851.107717507,15070327.221882243,15625863.843225712,16230163.236266453,16868809.7758668,17536035.883103594,18231080.477489043,18953363.725251585,19681563.478075843,20407219.805809155,21145058.420383975,21893245.6103046,22652072.26522288,23413253.47943616,24173127.94689417,24946551.511328846,25735088.288480103,26529907.380718075,27329527.358778726,28143951.354235277,28957884.43430955,29776544.62471804,30608226.14679946
Kiribati,41756.63317498109,42366.50992147681,43149.648931183714,44094.800250911714,45058.69897590271,46090.68795578908,47221.19381277763,48327.46702799729,49442.27750592716,50569.34783023199,51520.66866647875,52323.354692004345,53049.96419335588,53690.376982387745,54302.986493010816,54915.51181912544,55615.79250704469,56433.914005101244,57355.59118923153,58347.41386234348,59381.35051352,60427.13546120941,61479.48038593461,62531.26767208149,63591.06649201866,64717.864647807124,65946.1350481747,67241.46548987413,68600.3945580454,70021.36778054113,71444.24419064561,72818.93606679645,74170.4907565063,75490.63650075413,76761.8412640483,78033.7531530601,79314.45635352388,80574.64869032308,81806.76870167995,83032.85647619239
"Korea, Dem. People’s Rep.",11619761.860676095,11563882.824476443,11691083.461756755,11984687.358209848,12270295.369226422,12566737.402286071,12940469.859371457,13297572.138121981,13665236.319762986,14053860.126637992,14451553.473217536,14853537.406359024,15225457.435659746,15581091.849011626,15915232.100480309,16216339.17183358,16486494.204723569,16735930.370445328,16986144.194160677,17239694.4709457,17484911.217139836,17739980.661606282,18029204.872725204,18318637.838857703,18578956.6815907,18844424.109762736,19131538.094841536,19437691.265201874,19748057.13526274,20050447.583900046,20355354.52131697,20653598.19834838,20939418.576956645,21222583.017353963,21504893.945939668,21772901.534205157,22047521.62982729,22321202.58232616,22584209.230054773,22837716.905419145
"Korea, Rep.",24944302.287182476,25755698.01746887,26490924.359797142,27265739.323116273,28031992.803050503,28769997.76403533,29483246.541617803,30173118.13839601,30789294.076453425,31519693.461255044,32202965.860126615,32898959.991556726,33531288.5837263,34074844.36275406,34691466.060863994,35303037.88181103,35841458.28554532,36416109.59517996,37006124.44816836,37604671.96222046,38158082.17316809,38712177.42315685,39259076.26644156,39787221.20476468,40278025.91176729,40753435.18109037,41221459.41939024,41654643.123279035,42066749.5233261,42467936.274919115,42897893.71549407,43365156.21433989,43823724.2651154,44253878.33621736,44666133.74796083,45074768.74818227,45468649.971723035,45876837.6412687,46272701.80668947,46640782.24737965
Kosovo,961414.7347822534,962739.8685308765,981437.8960407935,1015004.3288756772,1049883.3666098253,1089941.8309691749,1112221.5865728897,1135008.9779241835,1161763.5098262853,1191537.1301467787,1215818.5883901562,1238224.6270313985,1268158.2958162203,1302961.9375900482,1338269.6391997072,1367972.4040216063,1402952.673840872,1433733.314110117,1461848.7389867944,1488117.9699690733,1520847.417990535,1552159.4725582856,1586014.350688714,1619787.246971738,1659846.0889906446,1696966.729143308,1724562.1794055076,1749356.728815089,1774930.308062831,1809830.8703581016,1846646.9019721434,1890225.966739825,1941787.174469945,1994371.019256866,2036738.795222307,2059461.8234643028,2039960.0841382667,1988002.272080185,1919963.794382356,1844529.356054313
Kyrgyz Republic,2201996.7593794563,2255206.3513919967,2323516.255888031,2405723.795889742,2488849.497175974,2574244.543985121,2653798.594777072,2733325.2852306655,2813025.324642261,2891248.1578536686,2965511.2324355114,3034688.286644915,3096948.273341663,3155868.788524027,3214524.7082115253,3274624.707643402,3340558.663842328,3408953.04170496,3480435.5434302567,3553525.180743371,3626256.9558483083,3698425.851173871,3772243.014857957,3845329.821557359,3920781.7335611144,3997347.633491167,4074025.23004781,4151478.150238026,4227379.91520705,4299965.460401095,4365664.936653847,4424565.831156795,4475813.54716079,4521384.8991144495,4566546.995089096,4615521.025014043,4660645.672643801,4705437.959021602,4749274.0222881045,4787438.352737783
Lao PDR,2141391.4760564887,2153731.191049621,2202862.6776192714,2257616.40578676,2314089.9293398988,2372687.6128915465,2437760.3167658597,2503811.215390021,2583559.1794737782,2633256.4325154927,2703269.5480313087,2773340.0109904725,2842532.7103544734,2921979.0028838897,2973902.3143016007,3023322.8922405597,3080968.2132971967,3126071.0557239186,3169863.7844346315,3219099.3284370797,3278120.940879577,3348885.4253164977,3431097.68984533,3520178.9528066507,3613129.309529298,3707590.073016367,3802619.9039372606,3901778.930283875,4004602.9728538403,4111457.758086168,4224702.725539443,4343943.584400152,4468696.061795159,4595376.476796879,4718640.679549089,4837256.647134103,4954267.202666731,5068145.77704135,5179740.420944599,5295010.169993761
Latvia,2142982.570482795,2147274.709831158,2166760.42082875,2200037.105731649,2232821.0853608027,2267359.965134819,2287488.559933747,2306410.8534129155,2326384.9852322713,2347614.6104932763,2367526.064784476,2386543.7299342714,2403849.2385862437,2420238.7047558124,2434809.713384389,2445974.4364274633,2460060.4929538835,2471898.6411494263,2483564.294249168,2495699.8674360495,2509348.190557722,2522656.06321512,2537915.00100171,2552479.806086294,2571879.8527938626,2591880.916071973,2610223.984239197,2628924.945005814,2644493.254629829,2654400.803162624,2651329.75781568,2635596.5083961897,2607536.1076433775,2571162.5817951187,2535221.074100332,2506621.5019857227,2472723.824165693,2438933.076913797,2405316.469598032,2364019.230718559
Lebanon,1833956.4563953956,1865354.7488272856,1911019.0867126863,1970004.709031078,2026139.8564414824,2077665.8239333513,2130189.69533465,2177874.3085958012,2222440.6837099786,2268003.0719114006,2322701.4758734745,2382243.9073101324,2429372.977854962,2468535.0040104403,2502105.158453493,2533806.5815032744,2559655.613370653,2584248.2683937303,2608914.508839493,2632341.9490634766,2643308.597307773,2651522.7799563506,2657789.9916232773,2659263.289974799,2655208.7757978304,2653439.9407182005,2656143.117365386,2660100.395482768,2668361.567129847,2683816.9166655713,2716854.6341667124,2769752.5607240074,2832389.180143568,2895579.0218443912,2953685.332515471,3005774.4673419134,3050948.796691273,3094714.11029375,3133793.108585727,3172163.530105178
Lesotho,841043.3204132882,869497.002094216,889805.0463857958,903037.8323469914,918099.4964435331,934332.3847694688,950496.3021059982,969070.1913609907,988607.9714200159,1008423.4408983367,1028932.2215831007,1050314.8783537194,1074200.1671669863,1099644.728678149,1126591.751299505,1155359.5600704767,1185156.5594427667,1215974.617499451,1246925.77171475,1278158.806854402,1310379.9956088096,1342935.0456855025,1374435.7171887124,1406161.9642081612,1438308.9097704624,1469421.4168301455,1498852.3359589174,1526621.3496983226,1553712.3290809419,1581014.8166088813,1608771.5051683642,1637413.1314809972,1667211.426201552,1697266.5284953227,1726406.019418814,1754340.6762252601,1781314.377954486,1807349.804208027,1833514.1407192915,1861279.458587068
Liberia,1149250.3484107337,1232214.0095556385,1242705.0099838662,1240880.3414446588,1247362.6759253533,1252216.9594324238,1248655.4330892067,1266791.7347902001,1265198.2255000526,1306253.0018797086,1340765.41030509,1391370.4968605123,1435861.1893070142,1470634.0767023813,1561685.3453881226,1664838.710365447,1738525.8332384338,1810158.9909023137,1869446.0843646515,1915279.8503660324,1946367.113482694,1973425.0409556197,2004444.0624059567,2041060.884337372,2079100.368367884,2107686.5349486982,2118390.839822137,2115997.2386581814,2102599.11912468,2080436.7097103416,2066877.8646889466,2078386.2316237416,2103302.552896739,2144136.6778634945,2206244.867201329,2267340.4787678653,2315055.503202473,2363616.401052165,2418242.6520743733,2469338.1310035316
Libya,1445020.2829960887,1492723.4481408107,1546807.1768143056,1605591.3862426132,1667689.4796541915,1736132.522808631,1807877.4389187018,1883159.4762231456,1964584.870327137,2051001.95590503,2133554.803542072,2217211.100332609,2316853.033832807,2426987.026073919,2541631.262839118,2653318.410399175,2766896.5162302717,2877818.8991481606,2986867.6243842067,3096111.6832726793,3217304.959395154,3341337.3911579126,3469802.447226917,3602113.112821597,3736776.075047953,3867681.1817058413,3992961.0982287913,4117046.0443635783,4237942.5831337925,4355269.274801239,4460333.749812046,4551329.009417485,4637590.213575477,4727084.435485585,4822144.269455159,4919705.619390508,5019525.726548566,5116638.102269821,5215489.699104669,5313458.608972225
Liechtenstein,16449.59415996754,16853.679758970604,17294.066812240377,17762.755992579085,18238.36451506143,18721.95599431601,19210.421288245394,19698.833092693272,20191.209131835887,20684.931026114235,21164.818503442773,21635.17170827176,22114.200678089866,22597.48792392249,23079.814904452578,23551.469523453692,24022.005001343212,24481.808060620824,24924.778695360226,25342.154762772123,25741.987547470504,26112.86410276209,26463.333345493476,26790.56967055279,27092.50880625678,27366.18136500498,27604.868857057663,27822.16421258905,28044.349301601036,28309.938529685493,28633.437113625725,29026.093921622076,29488.938729267495,30002.143029776526,30522.891895791192,31012.323838263055,31458.128580027253,31862.96915590539,32246.546610273646,32627.23985322018
Lithuania,2803103.8531055376,2811433.5651656287,2839957.0776172346,2886888.559424394,2933090.644236734,2981165.691332494,3014859.7262077606,3046833.351074339,3080025.954832144,3115091.230484835,3149697.117450141,3183886.8979840297,3214950.197702392,3244355.8681337237,3271323.0748948934,3294322.88213374,3320030.0075384895,3343307.0451959274,3366691.929790801,3390643.719223677,3415145.9090813715,3439074.095036323,3465416.4014541092,3491012.812973394,3521992.2826865492,3555181.974531022,3588685.400583583,3624170.3304063706,3657329.66258547,3684702.0532994745,3698715.2586720875,3699612.1216632873,3686998.571811855,3664727.6507045906,3642089.6492741024,3626519.9378164606,3604382.0779930493,3581890.4028130667,3559004.910534255,3527870.102550638
Luxembourg,315448.5476969925,317876.55670086463,320552.32805027784,323468.79633039364,326338.9378628391,329053.9630912866,331744.882956865,334315.6436052014,336798.0954996241,339357.1282930852,342343.49046217534,345612.77749256784,348543.8701637606,351215.730791513,353642.47196780925,355928.0753469798,357891.8655720871,359728.64356117166,361459.3177029989,363051.2167953908,364121.91500091995,365022.3097850422,365765.85182583367,366393.8815301969,367022.29700695333,367987.2070476544,369356.1056141751,371007.4632021559,373162.0983967406,376038.2127879915,380072.8534435828,385428.96724570997,391670.4487264198,398192.1273172549,404442.41365863034,410173.31082166906,415238.7387534204,419922.42724447104,424303.7773464031,428835.25330089
"Macao SAR, China",176697.82285943895,169690.17475751636,173560.89148354274,181178.48166890978,189188.99978328065,198413.18060346914,210837.69198076444,223421.72370780748,238426.64522406645,244387.55128050526,250406.71003169275,251289.6990047454,247669.44944397738,244284.22318256128,235791.64508767973,230038.47999592486,231056.71630313096,233499.88368276053,238326.66437399574,244293.43519311392,250217.24432934372,255900.72044867591,262098.14209560212,268130.27757610765,274421.7079985454,281992.43394923705,291256.65860165656,302388.65607398364,314522.06872300326,326764.2771089467,338708.2149633087,349564.6284372918,359650.0279652714,368980.3590119656,377422.5328227808,385753.6836979022,394970.82691207196,404176.1482685895,412839.79840802285,421539.5229588152
"Macedonia, FYR",1476579.4172073489,1509040.2547815386,1531016.4823706818,1554573.4658626951,1578195.7591649294,1601764.9718749525,1623997.958886516,1645942.4902597335,1662719.1026790226,1691898.6013683432,1712818.7754546155,1733641.1447372083,1754083.6484502635,1769327.4018387815,1793779.7980380245,1816777.643004238,1833755.3262342317,1853527.3217222907,1873293.216628055,1892271.1114756756,1909858.114454446,1926086.0321408988,1940983.6289087653,1954836.607955422,1967018.7410086056,1977785.3322520016,1987331.553865744,1994575.4315640044,1999919.6591238345,2003778.9437975714,2005752.329590486,2006077.8558524316,2004520.5616449246,2002109.4196913273,2000335.779616171,1999070.3087213843,1996894.4380853015,1994730.0297464475,1992623.517259137,1988820.8226819586
Madagascar,5182426.557692818,5282631.545457362,5382312.092029753,5482385.224984914,5589339.953581335,5702567.984603062,5868748.565398339,6042858.131421775,6222333.833822761,6404615.69510157,6588689.212838541,6773745.262382701,6962400.197537083,7155385.91248291,7355216.090307564,7563868.375577834,7769138.415893545,7982829.400722411,8205414.159142982,8438365.64846559,8682444.697534375,8942286.679228593,9216099.345076546,9502494.62157446,9781053.262635536,10062307.50837425,10352910.714631524,10648996.7095133,10953472.831854507,11267616.703066774,11605202.174414355,11962056.62068464,12339954.047202146,12736386.672247794,13136287.374365266,13523502.978783336,13930666.066866476,14341407.682026865,14753478.467001524,15181112.58347287
Malawi,3570561.879715547,3633033.7469397876,3778556.594134045,3909243.5994513156,4032917.8334406074,4137776.3716588803,4239878.598957153,4333051.549253339,4455086.046285807,4475676.400012352,4588032.32836679,4716626.677875988,4825847.261725511,4967182.967508489,5038311.832718431,5142189.445007563,5301041.580277132,5456874.352631565,5636458.262243308,5849402.156883912,6075948.887431122,6338475.383066356,6626243.351705397,6928318.932638956,7239818.683221808,7562012.066224668,7898114.082461588,8242471.1306444425,8577870.629971499,8878456.83098452,9154181.010206398,9396149.288955402,9591519.142362805,9742212.50013551,9873048.281931266,10022945.700571554,10215619.314807631,10445868.364474982,10683826.219766146,10921625.713350486
Malaysia,8260188.289267279,8488621.17085608,8721162.276744679,8958713.266779182,9206716.324000774,9464752.515156643,9723575.924300013,9992357.831596827,10267267.020805327,10543959.054911288,10819812.139083305,11094958.211031599,11371134.030642463,11647384.006363424,11923345.832394509,12199789.982249133,12477562.153836006,12756578.568233503,13043828.693144953,13349255.50457487,13680434.869006066,14039115.534610143,14422739.50886461,14828415.635511832,15253619.990840385,15690385.926857824,16135536.488866972,16590678.798643356,17055975.037478,17532395.11768572,18017540.1322812,18512034.837012812,19013995.059360124,19520498.46734325,20030114.939463355,20543039.81278216,21051484.845374838,21558370.469881512,22065902.178412236,22574356.553751774
Maldives,92062.52842280627,93371.46224879663,94891.72575435389,96607.39946131269,98593.32634570327,101040.45319845542,103828.17399895974,106950.5083457783,110405.93827515419,113972.83660202005,117120.05783351141,120044.31127631731,123523.50410374656,127394.05458778844,131523.690305296,135672.85953546283,140109.39278668407,144594.31539027358,149143.45320593868,153820.6835576233,159171.30645344534,164751.48398211246,170654.21281066173,176898.1049160097,183464.449165553,190082.2293677811,196668.8466530116,203417.71364252677,210201.81745471936,216954.17221356064,223215.0803986542,228890.53938738283,234428.55809479344,240182.90838713045,246235.74040224947,252423.42928337303,258712.4863261306,264865.7464220184,271132.2828105254,277438.2165923775
Mali,5244108.413677469,5341661.701420517,5411884.717542737,5457700.664871556,5504445.529740106,5544166.448675266,5622582.031209085,5702409.589243593,5779025.321539964,5855727.564556576,5947275.092544337,6048723.969514983,6147345.789890512,6246113.443262217,6351190.605567651,6471478.144231252,6586832.461663976,6714338.5013047485,6849840.61339091,6990847.867375983,7124442.798583302,7263742.752572532,7401746.6352003645,7540871.320503992,7663551.254160064,7784463.026940665,7911067.348962373,8034475.68797256,8162667.269257244,8299983.618620888,8471565.84548158,8676151.359537624,8905679.853247035,9148661.172054585,9387928.556671105,9612571.67580447,9857086.052023366,10110065.064818004,10363144.49076727,10632149.7455975
Malta,325795.72259766236,325902.9633616918,324950.27509176574,321624.45822141494,318744.08508015017,316307.79675061844,313658.8806365379,311681.20299781207,310644.61200122745,308001.0249542879,305588.70579153916,302848.6019004915,301664.85309134563,302099.272958847,302208.24664886284,302992.6764021004,305326.9654386166,307661.81180411135,309985.07021152665,312395.49192679155,316035.48056344676,319871.5735779416,323687.64606745215,327950.77884058165,332945.4545371441,337754.5113927831,342022.83778046793,346237.2574601315,350405.39418240666,354599.3447941155,358073.7356112203,360740.4596288345,363532.37902168196,366848.9616467463,370578.2468823349,374562.7651617086,378939.37008283817,383136.4187562421,387643.33774687693,392552.32839764253
Marshall Islands,14985.321301848562,15006.27918938559,15297.446777733665,15834.90423734397,16390.576158563388,17018.588979155018,17716.348212848687,18435.004933518838,19215.110683608167,20044.706957943356,20839.234995672115,21623.55228082052,22459.251657484558,23348.406563018925,24270.89121113954,25183.91314665565,26144.776623293394,27118.848988669477,28155.648167885593,29289.863901726123,30594.088066323144,32021.499867240258,33604.541428103075,35288.86285009995,37046.707773684255,38846.14988990746,40696.339745123485,42607.09517024192,44450.93644278009,46089.62030684284,47378.2733192375,48254.42669330629,48803.731114920345,49196.36073466893,49622.12163111869,50176.39981010517,50868.014575085384,51647.624110855,52486.53964106354,53267.99186097764
Mauritania,855753.3718956318,886624.7658753295,914607.4065409275,940032.2650727455,966014.3455815315,991372.5158560569,1020546.0431643203,1050200.7040618728,1079896.3395904033,1110402.1492299517,1144061.2728699537,1180271.8036977502,1216800.9652761512,1253738.6342936356,1291396.5363888561,1330706.771228938,1369090.3772199738,1408746.4777157623,1449701.6527548223,1492395.3420200276,1535420.373042255,1580791.176878709,1627369.5808198776,1675171.2053006573,1722036.5535165945,1769254.1200854534,1817488.7428478182,1865682.8685760468,1914912.2748208994,1965859.6166814838,2021669.365879818,2082349.850157955,2146417.5138000185,2212069.507261228,2277273.3010642845,2341049.735710115,2406749.3673170963,2473543.1872208277,2540335.5113779316,2608883.40730628
