FIPS,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13
18045,10.3,13.9,28.7,29.8
18047,10.4,11.0,28.6,26.2
18049,10.7,11.4,29.5,37.8
18051,9.9,13.4,28.0,32.1
18053,10.8,14.8,29.1,37.3
18055,10.6,13.3,29.5,33.1
18057,7.9,8.6,24.4,25.9
18059,9.6,12.4,28.2,34.8
18061,10.3,12.8,29.8,36.0
18063,8.7,10.0,28.9,31.8
18065,10.5,13.4,30.0,36.7
18067,11.3,13.1,30.4,31.4
18069,10.9,12.7,32.0,32.6
18071,9.9,12.4,29.6,36.9
18073,9.5,11.3,29.1,29.6
18075,10.4,15.0,31.5,34.0
18077,9.8,12.5,31.5,35.0
18079,9.3,12.3,29.9,33.0
18081,8.9,10.7,28.6,30.2
18083,9.9,11.0,29.4,32.3
18085,10.0,10.4,29.5,33.2
18087,9.5,11.2,28.0,34.2
18089,11.3,12.2,33.1,33.9
18091,10.9,10.8,29.1,35.0
18093,11.1,15.1,28.5,38.2
18095,11.2,12.2,32.3,33.4
18097,10.0,10.5,30.2,32.4
18099,9.5,11.1,28.0,30.8
18101,10.6,15.6,30.2,35.8
18103,10.0,11.6,29.8,35.7
18105,7.8,7.7,26.1,22.1
18107,10.2,11.8,29.8,32.7
18109,9.7,14.0,29.1,33.2
18111,10.2,11.6,29.3,35.3
18113,9.1,11.8,29.3,31.8
18115,10.0,12.4,29.3,30.4
18117,11.0,11.6,30.0,35.4
18119,10.2,14.1,29.9,34.0
18121,10.2,12.5,29.8,33.6
18123,9.5,12.6,30.5,32.8
18125,10.7,12.6,29.8,36.4
18127,9.8,9.4,30.6,31.9
18129,10.4,12.7,29.4,29.1
18131,10.3,12.2,30.0,31.5
18133,9.3,10.0,29.4,31.5
18135,11.1,14.2,30.9,35.6
18137,10.0,13.7,28.9,32.7
18139,10.3,14.0,29.9,32.6
18141,9.6,9.9,29.6,30.0
18143,10.0,12.7,28.6,29.5
18145,10.2,11.4,31.2,33.1
18147,10.4,10.8,29.0,30.5
18149,11.1,13.6,30.3,36.1
18151,10.5,10.4,30.9,33.7
18153,9.5,13.0,29.4,32.9
18155,10.2,13.4,28.9,32.0
18157,7.9,6.9,28.5,26.4
18159,10.6,10.8,29.2,31.1
18161,10.4,12.8,29.4,30.0
18163,9.7,11.9,28.1,33.3
18165,10.9,14.3,30.6,33.1
18167,9.7,11.5,31.8,32.8
18169,10.8,13.9,31.3,31.6
18171,10.7,12.2,30.5,32.1
18173,9.6,10.9,30.0,29.4
18175,9.9,10.9,29.4,30.6
18177,9.9,11.5,27.9,29.6
18179,10.2,11.8,29.6,28.4
18181,10.8,14.5,31.4,34.7
18183,9.3,10.6,29.7,32.0
19001,9.3,11.6,27.7,32.4
19003,9.0,10.1,28.9,30.8
19005,8.8,9.1,27.6,33.6
19007,8.7,11.6,28.7,35.4
19009,9.1,11.7,29.1,31.2
19011,7.4,10.0,28.8,34.4
19013,7.9,9.5,27.5,29.9
19015,8.0,9.1,31.4,32.4
19017,7.9,9.4,27.3,32.4
19019,8.0,9.5,28.7,35.2
19021,8.4,10.1,28.8,33.0
19023,8.5,10.0,27.7,33.8
19025,9.4,10.7,29.2,32.4
19027,8.5,8.9,27.8,30.7
19029,9.0,10.7,30.9,35.2
19031,7.8,10.6,29.7,32.4
19033,9.0,10.4,27.1,33.2
19035,9.3,11.3,28.3,37.5
19037,8.4,10.4,28.1,32.7
19039,8.2,10.2,27.7,30.5
19041,8.3,9.3,28.6,33.8
19043,8.5,9.2,29.1,32.1
19045,8.6,12.1,29.5,33.4
19047,8.3,11.7,29.8,34.2
19049,6.5,8.4,29.4,29.8
19051,7.9,10.6,27.5,32.7
19053,8.1,9.7,27.2,33.1
19055,7.9,10.6,28.7,33.9
19057,8.4,11.1,30.9,31.3
19059,8.9,9.6,27.9,33.4
19061,7.5,9.6,26.3,28.5
19063,8.6,10.7,28.8,33.2
19065,8.4,10.4,29.0,37.7
19067,9.0,12.1,28.6,31.0
19069,9.0,10.2,29.1,32.6
19071,8.7,9.5,29.3,32.9
19073,8.9,10.4,28.4,29.6
19075,8.6,11.0,28.0,31.7
19077,8.2,9.4,28.1,35.9
19079,8.2,10.3,28.7,30.6
19081,8.9,9.9,29.8,35.4
19083,8.8,10.5,28.3,34.8
19085,8.4,11.7,29.2,32.3
19087,8.0,11.5,28.4,34.6
19089,8.6,10.3,27.6,31.1
19091,8.7,9.7,28.3,31.8
19093,8.8,10.1,28.4,28.2
19095,8.7,8.7,29.7,30.7
19097,8.2,11.7,29.0,33.1
19099,8.6,9.7,31.6,32.2
19101,8.3,10.6,29.0,27.5
19103,5.6,5.4,23.4,23.0
19105,7.9,10.2,28.3,37.6
19107,8.6,11.0,28.3,29.9
19109,8.8,11.0,27.4,32.7
19111,8.3,11.1,28.5,31.9
19113,8.0,10.3,29.2,31.0
19115,8.2,9.8,29.2,37.4
19117,8.1,11.6,28.8,33.8
19119,8.0,9.3,27.1,31.9
19121,8.0,10.0,28.5,34.2
19123,8.1,10.1,28.2,31.9
19125,8.2,9.8,29.8,33.1
19127,8.6,10.7,29.9,34.7
19129,7.6,10.9,28.7,34.7
19131,8.7,9.7,28.5,30.3
19133,9.1,11.8,27.5,32.8
19135,8.4,10.7,28.0,32.4
19137,9.3,10.5,28.4,37.6
19139,7.3,9.2,30.2,34.2
19141,9.1,9.6,28.5,31.6
19143,8.4,11.5,28.1,34.4
19145,9.0,12.0,29.2,35.3
19147,9.0,10.6,28.1,35.7
19149,8.1,9.8,29.4,32.2
19151,9.8,11.9,28.8,31.9
19153,8.1,8.6,27.1,29.2
19155,7.6,11.5,29.5,36.0
19157,8.5,10.5,28.6,32.1
19159,9.3,11.4,27.9,34.9
19161,9.5,10.4,29.0,33.0
19163,7.7,8.7,26.5,31.8
19165,8.9,11.0,27.9,29.4
19167,7.2,8.9,26.7,29.0
19169,5.9,6.7,26.2,27.1
19171,8.8,9.9,27.7,31.3
19173,8.7,10.2,28.0,30.9
19175,8.5,11.8,26.9,37.8
19177,8.4,9.9,28.2,35.7
19179,9.1,12.8,28.7,35.6
19181,7.3,10.4,31.9,31.1
19183,7.9,9.4,28.7,31.5
19185,9.0,11.6,29.1,33.3
19187,8.7,10.0,29.0,31.1
19189,8.5,9.7,28.0,28.6
19191,8.0,7.9,26.9,25.4
19193,9.0,10.1,29.6,34.3
19195,8.4,11.9,29.2,33.7
19197,9.1,10.7,27.9,34.4
20001,9.9,10.9,31.4,34.2
20003,9.4,9.8,29.6,33.3
20005,8.9,8.7,31.6,33.1
20007,10.0,9.1,30.8,36.7
20009,10.5,9.5,31.3,35.4
20011,8.7,13.0,30.6,33.9
20013,10.2,11.7,30.6,29.6
20015,9.3,9.9,30.5,31.9
20017,9.4,11.9,30.7,28.3
20019,10.7,12.6,29.9,34.1
20021,9.9,12.2,30.9,37.0
20023,10.6,13.7,29.2,33.5
20025,10.7,11.8,29.7,31.2
20027,9.5,14.1,30.0,36.2
20029,11.1,12.6,29.9,29.9
20031,9.2,9.9,30.7,30.5
20033,10.6,11.1,29.9,33.6
20035,8.9,11.2,30.4,36.0
20037,9.0,11.5,31.0,33.0
20039,11.2,12.5,30.1,36.1
20041,9.6,11.0,30.6,31.9
20043,9.9,9.7,30.0,32.1
20045,6.2,6.5,26.6,24.2
20047,9.7,10.6,30.0,32.9
20049,10.9,12.4,29.9,32.5
20051,7.7,8.9,29.6,31.6
20053,9.6,11.7,29.4,33.3
20055,7.9,9.5,32.1,35.2
20057,8.0,8.7,31.2,30.6
20059,8.9,8.9,31.4,33.8
20061,8.7,7.9,28.2,32.7
20063,11.7,11.9,29.5,30.2
20065,11.3,11.1,29.3,28.9
20067,8.7,7.8,30.7,35.6
20069,8.9,9.3,30.2,36.0
20071,10.2,10.7,31.1,32.6
20073,10.0,12.8,29.8,32.7
20075,9.2,8.9,29.8,37.1
20077,10.4,11.0,29.8,34.2
20079,8.8,10.3,28.6,31.0
20081,8.4,9.8,30.3,33.9
20083,10.1,13.7,31.3,32.0
20085,9.4,10.4,30.4,33.4
20087,9.8,10.0,32.1,29.9
20089,11.2,13.0,29.6,29.6
20091,6.5,7.5,23.4,24.8
20093,9.2,9.8,30.1,28.7
20095,10.5,13.5,29.7,32.2
20097,11.6,10.3,29.7,32.8
20099,9.7,11.3,30.9,34.0
20101,10.2,11.8,29.8,30.8
20103,9.1,10.3,30.8,32.8
20105,10.0,10.4,29.8,31.2
20107,9.3,12.0,29.7,31.6
20109,10.7,13.5,30.4,31.1
20111,8.5,10.4,29.7,34.7
20113,9.5,9.5,28.8,29.2
20115,10.2,9.4,30.4,30.9
20117,9.8,9.5,31.2,32.6
20119,9.4,9.5,30.2,27.0
20121,8.5,11.0,29.2,34.1
20123,10.1,12.4,29.3,32.1
20125,10.2,14.3,30.4,35.1
20127,10.8,12.3,30.1,35.1
20129,9.5,11.1,29.3,31.9
20131,10.0,8.9,28.6,30.4
20133,10.0,12.2,31.5,33.5
20135,11.1,10.8,28.8,31.1
20137,9.0,10.7,29.6,32.4
20139,9.0,11.5,32.2,37.1
20141,11.0,12.1,30.4,33.2
20143,9.4,12.1,29.7,37.9
20145,9.7,12.8,30.2,30.3
20147,10.8,11.2,29.8,28.8
20149,8.3,10.5,29.9,31.3
20151,9.5,11.7,30.9,33.8
20153,11.0,12.3,29.8,32.3
20155,10.1,11.9,31.4,35.7
20157,11.1,10.8,30.4,30.9
20159,9.3,11.3,30.7,32.6
20161,6.4,5.6,26.3,23.8
20163,9.9,10.5,29.3,32.8
20165,10.7,11.2,29.1,32.6
20167,10.6,11.6,29.2,30.4
20169,8.7,11.3,32.3,35.1
20171,9.7,9.7,30.6,32.1
20173,9.3,10.8,29.1,31.4
20175,7.5,8.3,33.4,38.6
20177,9.5,10.7,30.6,32.9
20179,10.6,11.8,29.2,31.5
20181,10.2,9.4,29.6,29.9
20183,11.1,10.6,29.3,34.1
20185,10.6,11.9,30.6,32.5
20187,9.7,11.1,30.4,31.3
20189,9.4,10.0,29.4,34.8
20191,9.6,11.1,31.1,31.1
20193,9.1,8.7,30.9,35.0
20195,10.4,11.1,29.8,29.7
20197,8.9,9.7,29.7,30.9
20199,10.8,11.7,30.3,33.1
20201,10.5,12.7,28.9,30.7
20203,10.0,10.8,30.2,29.4
20205,10.2,13.6,30.1,32.9
20207,10.6,11.7,29.5,33.4
20209,10.9,11.9,35.8,36.2
21001,12.9,15.1,32.6,34.3
21003,11.2,13.7,32.2,33.9
21005,10.4,12.2,31.8,34.6
21007,11.9,13.2,29.7,34.2
21009,12.3,13.4,28.6,31.0
21011,12.5,14.1,31.0,30.4
21013,13.9,14.6,33.1,37.9
21015,8.6,11.9,29.8,32.5
21017,12.9,13.8,34.6,34.1
21019,14.3,15.7,33.6,38.5
21021,11.6,11.2,29.6,32.2
21023,12.0,14.6,31.7,32.4
21025,15.7,15.7,37.5,41.6
21027,11.1,14.8,29.7,36.6
21029,10.0,13.2,32.3,32.8
21031,11.8,14.1,33.2,33.2
21033,12.4,12.6,34.5,35.0
21035,10.4,10.3,28.8,30.1
21037,9.9,10.9,29.0,31.6
21039,12.3,13.1,32.1,33.4
21041,11.3,12.5,31.1,35.3
21043,10.4,14.3,32.8,38.9
21045,14.1,14.4,34.6,36.4
21047,11.5,10.8,29.4,36.5
21049,11.1,12.4,29.0,30.6
21051,11.8,14.1,32.1,38.0
21053,12.4,12.7,31.1,34.9
21055,10.7,13.9,30.6,33.8
21057,13.0,13.6,32.0,31.8
21059,11.8,11.3,30.3,30.4
21061,12.9,16.1,32.2,31.2
21063,12.1,13.2,30.8,33.7
21065,12.4,14.6,31.1,35.1
21067,9.7,9.0,29.0,27.3
21069,10.5,13.5,31.3,34.5
21071,13.5,13.4,35.8,37.6
21073,10.9,13.4,31.3,33.2
21075,12.5,14.6,31.7,32.0
21077,11.0,12.6,31.3,35.8
21079,12.1,12.8,31.2,30.5
21081,9.5,12.7,32.7,36.3
21083,11.7,10.7,32.2,30.1
21085,12.4,14.7,29.8,36.5
21087,12.0,13.3,29.8,38.1
21089,13.5,14.4,32.0,39.8
21091,10.8,13.9,30.4,34.5
21093,12.1,11.6,29.4,32.9
21095,14.5,16.9,30.4,36.5
21097,11.8,13.1,31.9,30.1
21099,10.8,13.1,32.7,37.1
21101,12.4,14.0,32.3,32.6
21103,12.2,11.4,32.5,31.6
21105,12.9,14.1,30.9,35.2
21107,11.0,13.3,33.1,35.0
21109,11.1,13.7,33.1,37.5
21111,11.9,11.9,31.8,31.6
21113,11.8,9.3,28.1,31.5
21115,12.2,15.3,34.2,37.2
21117,9.9,10.8,27.7,28.5
21119,14.3,16.1,31.5,40.2
21121,12.2,16.2,33.5,39.3
21123,12.6,13.7,30.3,33.6
21125,13.9,14.2,35.0,37.8
21127,11.7,17.7,33.6,42.2
21129,12.4,16.0,32.3,33.9
21131,14.0,16.0,32.8,43.2
21133,15.2,17.5,35.7,38.6
21135,11.7,14.6,33.8,38.3
21137,11.5,12.3,36.0,30.8
21139,12.1,12.3,29.3,29.7
21141,11.6,11.8,31.4,35.2
21143,11.8,14.3,32.8,33.3
21145,11.6,11.5,30.1,33.7
21147,12.9,15.6,31.4,34.3
21149,13.4,17.5,31.3,36.8
21151,9.4,10.5,30.4,32.2
21153,11.6,13.4,30.4,33.7
21155,11.2,11.1,31.1,30.6
21157,10.5,11.1,32.3,34.1
21159,11.8,13.9,36.1,39.3
21161,12.1,13.0,31.2,30.1
21163,11.3,11.6,33.9,35.9
21165,13.6,12.3,32.2,33.3
21167,13.0,12.2,31.1,35.8
21169,11.5,15.7,30.5,33.8
21171,10.8,13.3,32.0,29.9
21173,12.1,13.3,31.9,32.2
21175,11.6,14.7,34.1,35.5
21177,12.2,12.4,31.2,37.8
21179,10.5,11.3,28.2,32.4
21181,12.2,12.5,33.2,32.5
21183,13.0,16.0,31.1,37.2
21185,9.6,10.3,29.3,28.0
21187,11.2,11.4,30.7,30.0
21189,12.2,13.1,29.7,33.6
21191,11.0,15.0,32.3,32.4
21193,12.9,14.5,36.0,37.0
21195,15.7,16.1,35.7,38.9
21197,14.4,13.4,34.0,36.3
21199,11.2,13.4,30.0,33.6
21201,11.6,13.7,33.1,34.6
21203,10.3,13.2,31.7,36.0
21205,10.3,11.1,33.9,34.4
21207,12.3,12.2,31.9,34.6
21209,9.9,10.6,32.6,29.4
21211,10.4,11.6,32.6,33.0
21213,12.5,11.6,31.4,35.4
21215,10.2,12.3,32.1,30.3
21217,12.2,14.0,30.7,35.4
21219,11.1,12.2,32.3,33.7
21221,11.5,13.8,31.4,33.4
21223,11.1,12.8,32.0,34.0
21225,12.3,11.6,33.8,30.7
21227,9.8,9.2,29.3,31.6
21229,11.7,13.2,29.1,32.9
21231,12.2,14.2,31.2,37.1
21233,12.0,13.9,33.4,35.6
21235,13.2,13.5,31.8,36.3
21237,12.2,12.6,31.5,32.3
21239,10.6,12.4,30.9,29.5
22001,10.3,12.9,31.0,33.1
22003,12.5,11.2,33.8,34.4
22005,9.0,11.0,31.1,31.3
22007,11.6,14.4,32.8,34.8
22009,11.8,14.2,34.3,37.0
22011,11.5,12.6,30.8,35.8
22013,13.5,14.0,36.4,38.2
22015,11.2,12.0,29.2,34.7
22017,12.7,12.0,31.2,34.3
22019,12.0,11.6,33.7,32.3
22021,11.1,12.1,31.2,36.3
22023,10.9,11.7,30.4,31.5
22025,12.9,11.0,32.1,35.3
22027,12.6,12.0,32.7,37.0
22029,12.1,14.5,33.1,38.3
22031,12.9,14.1,34.4,38.9
22033,10.8,11.6,29.6,32.9
22035,13.5,16.3,36.1,42.1
22037,12.5,17.2,34.5,42.1
22039,11.4,12.3,31.6,41.9
22041,12.1,13.5,34.6,38.0
22043,11.4,12.0,32.1,33.8
22045,12.6,12.9,33.2,36.1
22047,12.1,12.7,33.4,39.7
22049,10.9,13.6,29.8,34.8
22051,12.2,11.6,30.6,35.4
22053,12.8,13.2,34.7,36.3
22055,8.8,10.1,27.8,31.1
22057,12.3,10.9,34.5,36.9
22059,11.6,12.6,31.3,33.2
22061,10.8,10.2,32.4,37.3
22063,9.6,12.4,29.8,34.4
22065,12.8,11.1,34.6,41.8
22067,12.7,16.0,35.1,39.4
22069,11.9,13.0,33.8,34.7
22071,12.1,11.9,29.5,31.9
22073,12.2,11.8,32.0,35.7
22075,12.5,10.6,33.1,33.5
22077,13.2,11.5,32.7,35.3
22079,12.7,13.2,31.2,35.7
22081,12.7,13.0,34.2,40.3
22083,11.8,13.8,36.0,37.1
22085,12.9,14.8,34.6,39.1
22087,11.3,13.8,31.1,35.5
22089,10.3,11.3,32.2,35.9
22091,13.7,15.8,35.3,40.6
22093,12.4,14.6,33.9,37.0
22095,12.4,14.4,39.3,35.8
22097,14.0,13.9,33.9,39.6
22099,11.9,10.7,33.2,34.2
22101,12.6,15.0,35.2,38.0
22103,9.1,9.6,27.1,27.8
22105,11.2,11.9,34.6,39.1
22107,14.5,16.3,35.2,34.8
22109,12.4,11.7,36.7,39.5
22111,13.2,15.6,33.9,34.4
22113,11.7,10.9,31.7,31.2
22115,10.2,12.3,33.8,36.6
22117,13.8,15.0,34.5,37.4
22119,14.0,12.9,33.9,35.8
22121,11.5,14.2,31.9,40.2
22123,13.0,15.5,31.0,36.0
22125,11.5,12.2,34.6,34.5
22127,11.2,12.5,32.1,37.7
23001,9.1,11.2,30.5,33.2
23003,12.1,13.3,28.9,34.1
23005,7.4,7.9,20.9,22.7
23007,7.9,9.4,26.0,30.2
23009,8.0,8.5,24.8,24.3
23011,9.2,10.8,28.8,30.9
23013,8.7,7.5,23.9,23.1
23015,7.7,9.0,22.6,24.6
23017,8.7,10.9,26.7,31.4
23019,9.4,10.5,28.6,30.3
23021,9.5,12.3,31.2,33.3
23023,8.4,9.4,26.5,25.1
23025,11.0,11.5,34.5,35.0
23027,9.5,9.8,26.0,28.3
23029,10.7,11.4,28.5,28.5
23031,8.0,9.7,23.9,27.6
24001,13.6,12.8,29.0,32.3
24003,8.5,9.3,26.3,29.1
24005,9.1,10.4,27.1,28.8
24009,8.9,9.1,27.3,29.7
24011,12.0,11.9,31.6,35.0
24013,8.6,9.5,27.2,27.9
24015,9.2,11.2,29.4,33.7
24017,9.9,11.4,31.4,36.0
24019,12.1,15.5,33.6,35.7
24021,8.5,9.0,26.3,29.1
24023,11.7,12.2,28.5,30.6
24025,8.7,9.4,26.4,27.9
24027,7.5,7.5,24.9,21.7
24029,10.7,9.9,26.8,28.1
24031,7.3,7.6,19.3,20.1
24033,10.9,11.8,32.4,33.4
24035,8.4,9.9,25.9,28.9
24037,9.7,11.0,29.7,32.0
24039,11.9,13.7,36.2,42.2
24041,9.6,11.4,24.7,29.3
24043,10.4,12.8,29.6,33.8
24045,10.2,12.3,31.7,35.9
24047,9.7,13.6,27.5,29.4
24510,12.2,12.3,31.7,33.7
25001,8.1,8.6,19.3,19.9
25003,8.9,9.7,23.2,23.7
25005,10.4,11.1,27.5,28.3
25007,8.9,8.0,18.4,22.0
25009,8.7,10.3,23.4,25.5
25011,7.5,8.3,23.5,21.0
25013,9.8,11.1,27.4,27.5
25015,7.2,6.8,21.3,18.9
25017,8.0,8.3,22.1,22.6
25019,7.4,8.1,20.7,20.0
25021,7.4,8.6,19.4,20.5
25023,7.9,10.7,22.1,27.8
25025,7.9,7.5,21.3,21.3
25027,8.2,9.7,24.3,27.0
26001,11.6,14.0,29.3,31.1
26003,10.0,11.0,30.1,29.8
26005,8.7,10.3,28.8,30.2
26007,10.2,11.4,29.6,32.1
26009,10.3,12.9,30.3,32.2
26011,10.3,14.6,31.0,34.0
26013,10.9,11.0,31.6,32.5
26015,9.0,9.6,32.0,31.2
26017,10.1,11.3,32.3,35.4
26019,10.4,12.6,30.0,28.7
26021,10.4,12.5,30.3,34.8
26023,9.3,10.0,31.5,31.8
26025,10.2,12.5,32.0,33.9
26027,9.7,12.2,30.7,35.3
26029,10.1,10.0,29.6,28.6
26031,10.7,12.1,32.1,33.2
26033,10.0,12.1,32.2,34.6
26035,9.9,11.9,30.0,33.8
26037,9.2,10.6,29.9,31.6
26039,9.9,11.1,30.3,30.4
26041,10.7,12.3,30.1,32.1
26043,10.1,12.7,29.0,30.1
26045,9.0,11.4,30.5,35.7
26047,9.3,9.2,30.8,29.8
26049,11.3,12.2,35.1,33.0
26051,10.9,13.8,30.3,34.7
26053,10.3,11.4,30.2,31.3
26055,8.5,9.0,28.6,26.8
26057,9.5,9.9,32.8,33.6
26059,9.4,11.0,29.5,32.0
26061,9.3,9.7,28.4,30.7
26063,10.1,10.8,30.0,31.5
26065,8.4,9.2,29.5,30.4
26067,8.6,10.3,31.1,38.0
26069,10.7,12.9,31.9,33.2
26071,10.9,13.0,29.3,29.1
26073,7.6,8.5,29.8,30.9
26075,9.7,11.3,32.8,33.7
26077,9.6,7.8,29.5,30.6
26079,9.9,13.0,29.8,31.6
26081,8.6,9.2,29.1,28.7
26083,11.1,12.6,29.9,30.9
26085,11.7,13.0,31.9,32.0
26087,9.1,10.7,32.0,30.3
26089,10.7,12.7,30.8,26.6
26091,9.4,11.2,31.4,30.8
26093,8.1,9.0,26.9,29.6
26095,10.2,12.0,31.1,32.6
26097,12.2,13.1,30.9,31.1
26099,9.4,9.9,30.1,33.3
26101,10.1,11.1,28.8,34.6
26103,9.0,10.1,30.6,29.2
26105,10.0,11.3,30.4,29.9
26107,8.9,10.2,29.8,35.0
26109,10.2,10.7,30.0,34.4
26111,9.5,9.5,30.7,30.5
26113,10.1,11.7,31.6,32.2
26115,10.1,11.1,32.0,33.8
26117,9.5,11.2,31.7,34.0
26119,11.6,12.5,29.7,28.9
26121,10.5,12.4,31.8,35.8
26123,10.4,10.6,30.7,34.0
26125,9.5,9.3,26.4,26.3
26127,9.6,13.0,31.1,34.8
26129,10.4,13.6,30.3,35.6
26131,11.7,13.3,30.4,33.0
26133,9.6,11.4,30.5,34.2
26135,10.9,13.0,30.6,33.5
26137,9.1,11.0,29.6,33.3
26139,8.3,7.8,26.6,27.6
26141,11.6,14.0,29.7,32.3
26143,11.2,14.4,31.5,34.2
26145,11.1,12.8,35.7,38.9
26147,8.7,11.2,30.0,33.0
26149,9.8,10.8,30.4,34.7
26151,10.0,10.2,32.1,31.3
26153,11.2,12.6,31.3,31.3
26155,9.4,11.3,30.1,32.4
26157,9.2,12.6,29.3,32.6
26159,9.7,11.8,29.6,33.5
26161,8.2,7.6,26.5,24.4
26163,11.7,12.0,33.7,33.5
26165,9.3,11.2,31.1,30.2
27001,9.1,11.5,27.2,29.9
27003,7.3,8.0,28.6,30.0
27005,8.0,8.9,28.2,32.6
27007,7.3,9.3,28.9,30.9
27009,6.2,7.9,27.0,29.3
27011,8.9,9.4,27.5,28.7
27013,6.4,6.8,27.0,33.7
27015,8.0,8.9,28.0,30.1
27017,7.5,9.5,28.2,30.1
27019,6.0,6.8,26.8,23.0
27021,7.9,10.2,27.7,26.5
27023,7.9,9.3,28.5,29.9
27025,6.4,8.4,27.9,29.8
27027,6.8,6.4,27.9,28.4
27029,8.1,10.0,27.5,31.0
27031,8.1,9.2,28.0,28.9
27033,8.2,10.2,27.9,31.7
27035,7.2,10.4,27.5,29.0
27037,6.5,6.9,26.9,26.6
27039,6.8,8.3,27.8,24.9
27041,7.7,7.6,26.6,30.0
27043,8.5,8.8,27.8,27.0
27045,7.8,8.5,28.4,25.1
27047,7.9,8.0,28.4,29.9
27049,7.7,9.8,28.7,32.2
27051,8.3,9.2,27.6,32.0
27053,6.1,6.8,22.5,22.8
27055,7.6,9.3,26.9,25.7
27057,8.3,8.2,27.3,24.9
27059,6.2,7.8,27.3,28.0
27061,7.9,8.9,27.8,32.2
27063,8.1,9.5,28.2,31.5
27065,7.4,10.2,28.0,29.9
27067,7.0,8.1,26.3,29.1
27069,8.7,9.7,28.0,27.8
27071,8.7,11.1,27.1,28.0
27073,8.5,10.1,27.2,28.8
27075,8.2,9.5,27.3,30.3
27077,8.5,9.4,27.9,30.4
27079,7.1,8.4,27.9,32.4
27081,8.7,9.3,27.2,28.3
27083,7.0,8.3,28.6,28.7
27085,7.0,9.2,27.7,31.1
27087,9.5,11.2,28.2,32.6
27089,8.0,9.7,28.0,29.7
27091,8.3,9.7,28.3,32.2
27093,7.9,10.6,28.7,30.4
27095,7.6,11.6,26.1,35.9
27097,7.2,8.2,28.9,34.3
27099,7.7,8.4,27.9,30.8
27101,8.3,11.3,27.8,29.8
27103,6.7,7.7,27.7,29.9
27105,7.9,7.8,27.6,28.8
27107,8.5,9.1,27.6,28.2
27109,6.4,7.0,27.3,25.6
27111,8.0,10.3,28.0,29.4
27113,7.5,8.3,27.8,27.5
27115,7.6,10.6,28.9,36.2
27117,8.3,9.3,27.4,28.4
27119,8.0,9.6,27.7,33.5
27121,8.0,9.5,27.3,32.1
27123,7.7,8.2,25.6,25.8
27125,7.7,8.7,27.8,32.8
27127,8.2,9.1,27.7,32.6
27129,7.8,8.2,28.9,29.5
27131,6.5,7.3,26.3,31.5
27133,7.9,9.5,28.1,28.4
27135,6.9,9.3,29.2,29.3
27137,7.3,9.8,27.7,27.1
27139,5.5,5.7,28.2,24.6
27141,6.1,7.1,27.4,28.8
27143,7.3,8.9,28.1,33.3
27145,6.4,7.6,27.2,27.6
27147,6.7,8.0,29.1,30.5
27149,7.4,7.9,27.3,33.5
27151,7.8,8.6,28.0,28.6
27153,7.6,8.1,28.9,30.4
27155,9.4,11.3,27.1,32.1
27157,7.2,7.7,25.9,32.2
27159,8.1,10.0,27.7,29.2
27161,6.9,6.8,28.5,33.7
27163,6.2,8.2,25.8,26.1
27165,8.2,7.9,27.5,26.9
27167,7.6,9.3,27.8,28.5
27169,6.8,8.1,28.9,28.9
27171,5.7,8.3,26.1,28.0
27173,8.2,9.2,26.9,29.0
28001,14.7,13.9,37.4,37.7
28003,12.1,14.3,31.2,37.9
28005,12.9,17.6,36.7,42.3
28007,13.5,15.4,36.9,39.2
28009,12.7,15.9,34.3,37.0
28011,13.4,16.5,38.5,37.5
28013,13.1,14.7,32.5,35.8
28015,12.9,16.8,33.9,34.2
28017,12.9,15.2,35.8,33.4
28019,13.3,15.8,34.5,31.7
28021,14.8,17.0,40.8,47.6
28023,12.1,14.9,33.3,34.8
28025,14.1,14.6,35.3,35.3
28027,15.9,16.8,42.7,42.9
28029,13.4,15.0,37.8,37.4
28031,13.6,16.3,37.8,36.3
28033,10.9,12.8,32.2,35.9
28035,11.5,11.1,34.7,34.4
28037,12.6,16.1,37.0,35.6
28039,10.4,13.1,34.6,34.2
28041,10.8,13.0,35.4,38.5
28043,13.4,14.5,36.1,38.9
28045,12.4,13.6,34.0,31.9
28047,12.6,13.4,32.7,32.3
28049,11.7,12.4,33.1,34.9
28051,15.6,17.5,42.2,46.1
28053,15.7,17.3,42.1,41.6
28055,13.4,15.5,37.6,34.4
28057,13.1,12.8,31.4,34.5
28059,12.6,14.3,33.7,32.0
28061,15.8,16.8,36.7,37.9
28063,15.3,16.9,41.8,44.5
28065,13.6,15.6,36.4,39.4
28067,13.2,14.6,36.9,38.4
28069,15.2,15.9,38.2,36.9
28071,10.1,10.4,32.0,34.3
28073,9.4,10.8,31.7,32.8
28075,13.2,13.3,34.5,32.3
28077,14.5,15.9,34.3,36.8
28079,12.6,13.5,35.0,40.9
28081,12.2,13.7,32.0,33.0
28083,14.0,16.1,38.3,44.0
28085,12.3,12.9,36.8,39.1
28087,14.4,13.6,34.7,34.3
28089,10.6,10.2,30.1,28.6
28091,12.6,13.6,33.5,34.2
28093,13.9,15.5,38.6,39.1
28095,12.8,14.2,34.4,38.0
28097,14.4,14.4,34.9,38.3
28099,13.4,13.4,32.5,37.5
28101,11.9,15.6,36.2,34.8
