FIPS,STATE,NO_OF_DEPENDENTS,NO_OF_LOW_INCOME,NO_OF_MIDDLE_INCOME,NO_OF_HIGH_INCOME,AVG_DEPENDENTS,AVG_LOW_INCOME,AVG_MIDDLE_INCOME,AVG_HIGH_INCOME,AGI
28123,MS,130.0,1800.0,8980.0,1240.0,-9211.0,10440.0,91510.0,57198.0,427152.0
28125,MS,40.0,330.0,1340.0,190.0,-4641.0,2053.0,12926.0,9376.0,61556.0
28127,MS,190.0,1720.0,7290.0,1540.0,-7434.0,9744.0,73054.0,71958.0,425568.0
28129,MS,100.0,870.0,4130.0,950.0,-5293.0,4924.0,44861.0,45347.0,263248.0
28131,MS,100.0,1020.0,4660.0,1060.0,-4210.0,5677.0,49485.0,50765.0,288130.0
28133,MS,170.0,1760.0,7230.0,840.0,-7468.0,11018.0,70447.0,41001.0,323796.0
28135,MS,80.0,900.0,3840.0,350.0,-1039.0,5602.0,38472.0,16597.0,161701.0
28137,MS,170.0,1740.0,7890.0,1830.0,-6522.0,10290.0,82424.0,87215.0,482104.0
28139,MS,100.0,1370.0,6230.0,950.0,-3485.0,7651.0,67848.0,44694.0,326855.0
28141,MS,90.0,1260.0,5030.0,1020.0,-3278.0,6935.0,54293.0,47616.0,291020.0
28143,MS,60.0,770.0,3810.0,260.0,-3014.0,5005.0,38652.0,13447.0,144265.0
28145,MS,130.0,1680.0,7970.0,1460.0,-9385.0,9368.0,87647.0,66448.0,450650.0
28147,MS,100.0,850.0,3850.0,830.0,-2964.0,5127.0,38070.0,39118.0,219936.0
28149,MS,250.0,3150.0,14290.0,3930.0,-13538.0,18404.0,141149.0,199047.0,979732.0
28151,MS,250.0,3630.0,14640.0,2220.0,-7975.0,22113.0,142033.0,110348.0,763722.0
28153,MS,90.0,1270.0,5550.0,1390.0,-4895.0,7454.0,55321.0,69451.0,387275.0
28155,MS,70.0,630.0,2740.0,550.0,-2094.0,3611.0,28704.0,26294.0,155932.0
28157,MS,40.0,580.0,2570.0,380.0,-1154.0,3815.0,25769.0,17724.0,131764.0
28159,MS,80.0,1330.0,5230.0,940.0,-5136.0,7598.0,52407.0,44138.0,287513.0
28161,MS,100.0,840.0,3810.0,550.0,-6095.0,4839.0,41000.0,25887.0,185605.0
28163,MS,150.0,1480.0,6750.0,1230.0,-10002.0,8752.0,65695.0,60303.0,378427.0
29000,MO,40140.0,455090.0,1671690.0,575830.0,-2558915.0,2356310.0,18649126.0,29277733.0,148418021.0
29001,MO,190.0,2050.0,5700.0,1400.0,-6621.0,10334.0,61102.0,66168.0,396293.0
29003,MO,130.0,1220.0,4930.0,1940.0,-6324.0,6150.0,59195.0,91525.0,434680.0
29005,MO,50.0,420.0,1570.0,560.0,-866.0,2082.0,18385.0,26275.0,136438.0
29007,MO,170.0,1880.0,7010.0,1550.0,-9092.0,9603.0,77642.0,72259.0,438226.0
29009,MO,340.0,2630.0,9350.0,1630.0,-14690.0,13386.0,99350.0,77631.0,542283.0
29011,MO,130.0,990.0,3310.0,690.0,-4090.0,4968.0,36505.0,31362.0,206243.0
29013,MO,180.0,1340.0,4420.0,1130.0,-6385.0,6657.0,49366.0,52570.0,290782.0
29015,MO,210.0,1580.0,5010.0,950.0,-4745.0,7797.0,52376.0,44752.0,275709.0
29017,MO,90.0,920.0,3260.0,580.0,-2112.0,4774.0,36120.0,27181.0,177626.0
29019,MO,1020.0,13050.0,43880.0,17030.0,-52841.0,67332.0,497831.0,885560.0,4301724.0
29021,MO,400.0,6860.0,25200.0,6700.0,-15397.0,36331.0,280877.0,317009.0,1804147.0
29023,MO,320.0,3430.0,11370.0,2350.0,-20518.0,17507.0,117737.0,108281.0,695257.0
29025,MO,80.0,690.0,2340.0,660.0,-2492.0,3324.0,26376.0,30520.0,162807.0
29027,MO,250.0,3140.0,12450.0,3460.0,-8389.0,16063.0,143551.0,167013.0,857756.0
29029,MO,510.0,3560.0,12150.0,3560.0,-27067.0,18620.0,129702.0,173166.0,924044.0
29031,MO,490.0,5890.0,20830.0,7500.0,-18880.0,30730.0,227078.0,366588.0,1879252.0
29033,MO,100.0,800.0,2520.0,710.0,-6731.0,4025.0,28194.0,32929.0,180646.0
29035,MO,60.0,530.0,1680.0,220.0,-2233.0,2741.0,17020.0,9891.0,78769.0
29037,MO,550.0,6880.0,26930.0,12310.0,-23069.0,34640.0,329074.0,614454.0,2632778.0
29039,MO,180.0,1100.0,3600.0,570.0,-7724.0,5694.0,37625.0,26601.0,182512.0
29041,MO,110.0,590.0,2170.0,580.0,-3871.0,2869.0,25098.0,28042.0,148837.0
29043,MO,640.0,5690.0,21720.0,7360.0,-38160.0,29211.0,250818.0,351435.0,1774277.0
29045,MO,70.0,520.0,1900.0,450.0,-1869.0,2639.0,21063.0,20632.0,119940.0
29047,MO,1030.0,15320.0,64360.0,30170.0,-112484.0,78696.0,791417.0,1538008.0,6388117.0
29049,MO,130.0,1490.0,5620.0,2130.0,-5850.0,7540.0,67626.0,103651.0,479301.0
29051,MO,450.0,5540.0,21590.0,8170.0,-19355.0,29188.0,253824.0,401903.0,1989106.0
29053,MO,190.0,1300.0,4760.0,1260.0,-10090.0,6768.0,53334.0,59381.0,308792.0
29055,MO,180.0,2140.0,6760.0,1170.0,-5501.0,10797.0,71634.0,54838.0,387669.0
29057,MO,100.0,580.0,2110.0,390.0,-3620.0,2965.0,22508.0,18505.0,116141.0
29059,MO,200.0,1290.0,4360.0,650.0,-6161.0,6248.0,47001.0,31116.0,224528.0
29061,MO,120.0,630.0,2220.0,500.0,-3293.0,3138.0,24449.0,23180.0,135249.0
29063,MO,90.0,670.0,2560.0,700.0,-6106.0,3435.0,30273.0,33075.0,168179.0
29065,MO,160.0,1240.0,3850.0,720.0,-7030.0,5859.0,40697.0,34418.0,212680.0
29067,MO,220.0,1080.0,3310.0,420.0,-6237.0,5395.0,34130.0,19922.0,151416.0
29069,MO,200.0,2290.0,7800.0,1480.0,-9367.0,12770.0,81367.0,68843.0,454042.0
29071,MO,620.0,8470.0,29830.0,9850.0,-36091.0,43204.0,342435.0,475319.0,2457646.0
29073,MO,170.0,1340.0,4470.0,1020.0,-8448.0,6478.0,50037.0,47870.0,274071.0
29075,MO,80.0,570.0,1820.0,400.0,-3257.0,2697.0,20487.0,20054.0,132501.0
29077,MO,1980.0,21770.0,81920.0,21690.0,-129420.0,116482.0,878640.0,1109992.0,6417131.0
29079,MO,90.0,840.0,2770.0,570.0,-2454.0,4056.0,30850.0,25709.0,166798.0
29081,MO,120.0,790.0,2460.0,380.0,-6253.0,3885.0,26259.0,17865.0,127465.0
29083,MO,160.0,1740.0,6100.0,1490.0,-3962.0,9079.0,66624.0,68866.0,404370.0
29085,MO,100.0,760.0,2380.0,330.0,-3110.0,3814.0,25211.0,18169.0,114826.0
29087,MO,60.0,380.0,1330.0,420.0,-1944.0,1705.0,15528.0,19956.0,107829.0
29089,MO,80.0,770.0,2770.0,720.0,-4720.0,3613.0,31445.0,34350.0,183933.0
29091,MO,430.0,3000.0,10650.0,1830.0,-19629.0,15867.0,110725.0,84648.0,603893.0
29093,MO,60.0,790.0,2670.0,450.0,-1046.0,4017.0,27261.0,21185.0,138593.0
29095,MO,3480.0,50340.0,202560.0,63580.0,-197788.0,267772.0,2283310.0,3196915.0,16481013.0
29097,MO,640.0,8730.0,33740.0,7040.0,-29426.0,46818.0,366819.0,333850.0,2156957.0
29099,MO,1030.0,16440.0,62230.0,24650.0,-70871.0,85289.0,726022.0,1217415.0,5225549.0
29101,MO,270.0,3380.0,13930.0,4130.0,-6334.0,18035.0,155751.0,197099.0,988831.0
29103,MO,80.0,360.0,1090.0,180.0,-4266.0,1746.0,11747.0,11166.0,55304.0
29105,MO,300.0,2720.0,9930.0,1650.0,-8444.0,14097.0,108703.0,75501.0,558988.0
29107,MO,240.0,2500.0,9210.0,2870.0,-8024.0,12935.0,105083.0,136577.0,670199.0
29109,MO,360.0,2790.0,10550.0,2020.0,-15737.0,14233.0,116121.0,93181.0,610174.0
29111,MO,100.0,730.0,2740.0,640.0,-3797.0,3820.0,31440.0,29736.0,173581.0
29113,MO,310.0,3910.0,14850.0,4970.0,-20835.0,20236.0,173719.0,241690.0,1111520.0
29115,MO,150.0,1100.0,3510.0,790.0,-4312.0,5198.0,39232.0,36400.0,226026.0
29117,MO,130.0,1170.0,3930.0,980.0,-8159.0,5483.0,43128.0,45797.0,269263.0
29119,MO,200.0,1590.0,6370.0,920.0,-9348.0,8410.0,66964.0,43329.0,311700.0
29121,MO,180.0,1370.0,4350.0,990.0,-5893.0,7013.0,48318.0,46178.0,267642.0
29123,MO,90.0,950.0,3320.0,570.0,-3070.0,5076.0,35305.0,27220.0,188039.0
29125,MO,110.0,680.0,2490.0,500.0,-2965.0,3420.0,27335.0,23276.0,144687.0
29127,MO,160.0,2400.0,8020.0,2130.0,-7684.0,12671.0,88246.0,97590.0,564966.0
29129,MO,60.0,290.0,970.0,200.0,-3903.0,1482.0,11156.0,9230.0,58442.0
29131,MO,240.0,2040.0,6730.0,1200.0,-8404.0,10643.0,71402.0,56304.0,369459.0
29133,MO,50.0,990.0,3300.0,690.0,-2728.0,5399.0,33794.0,32372.0,210370.0
29135,MO,140.0,1110.0,4230.0,990.0,-3572.0,5844.0,47608.0,46767.0,265019.0
29137,MO,110.0,640.0,2550.0,550.0,-2638.0,3203.0,28460.0,25349.0,155043.0
29139,MO,130.0,900.0,3410.0,780.0,-4652.0,4552.0,38542.0,36694.0,206398.0
29141,MO,250.0,1690.0,5520.0,930.0,-8006.0,8864.0,58488.0,43323.0,288715.0
29143,MO,100.0,1240.0,4660.0,1160.0,-5436.0,6771.0,49291.0,53399.0,300152.0
29145,MO,480.0,4190.0,15850.0,3780.0,-22798.0,22406.0,172809.0,181741.0,1121228.0
29147,MO,200.0,1490.0,5360.0,1580.0,-6270.0,7327.0,62283.0,72962.0,398704.0
29149,MO,130.0,810.0,2580.0,360.0,-6065.0,4316.0,25901.0,16321.0,123098.0
29151,MO,130.0,1010.0,3720.0,1140.0,-4814.0,5207.0,45002.0,54360.0,268025.0
29153,MO,160.0,780.0,2470.0,340.0,-6817.0,3788.0,25221.0,15205.0,118358.0
29155,MO,100.0,1350.0,4400.0,980.0,-3028.0,7512.0,44387.0,45737.0,274857.0
29157,MO,130.0,1580.0,5570.0,1590.0,-2868.0,8447.0,64408.0,73971.0,394367.0
29159,MO,250.0,3120.0,12400.0,2530.0,-8167.0,16429.0,133485.0,120382.0,786960.0
29161,MO,300.0,3310.0,10890.0,3050.0,-11928.0,17078.0,116820.0,146100.0,783014.0
29163,MO,180.0,1270.0,4750.0,1090.0,-4455.0,6456.0,51931.0,51307.0,297953.0
29165,MO,510.0,6040.0,24530.0,14980.0,-45814.0,30018.0,305919.0,817699.0,3361536.0
29167,MO,320.0,2210.0,7650.0,1610.0,-17026.0,11569.0,82665.0,73905.0,460704.0
29169,MO,260.0,2740.0,12800.0,2820.0,-7957.0,14613.0,151834.0,136936.0,765314.0
29171,MO,80.0,430.0,1340.0,240.0,-1748.0,2141.0,14397.0,10990.0,76658.0
29173,MO,90.0,790.0,2860.0,910.0,-4239.0,3988.0,33598.0,41022.0,216139.0
29175,MO,200.0,1880.0,6630.0,1500.0,-7357.0,9876.0,74131.0,70115.0,427753.0
29177,MO,160.0,1670.0,6330.0,2110.0,-5320.0,8469.0,75449.0,100888.0,486196.0
29179,MO,60.0,510.0,1590.0,290.0,-1138.0,2757.0,16062.0,16641.0,87517.0
29181,MO,120.0,1000.0,3660.0,460.0,-4697.0,5461.0,37020.0,21222.0,171665.0
29183,MO,1700.0,26920.0,95580.0,60850.0,-176866.0,133611.0,1169818.0,3245077.0,12095456.0
29185,MO,120.0,750.0,2380.0,410.0,-3651.0,3887.0,25149.0,19026.0,128970.0
29186,MO,100.0,1450.0,5020.0,1750.0,-2519.0,7472.0,58107.0,83147.0,394702.0
29187,MO,290.0,4590.0,16830.0,3800.0,-17066.0,23754.0,181186.0,177127.0,1048028.0
29189,MO,6610.0,78860.0,278370.0,140800.0,-758306.0,395666.0,3165268.0,9043782.0,38883802.0
29195,MO,180.0,1600.0,6760.0,1430.0,-6351.0,8322.0,74258.0,65359.0,416277.0
29197,MO,70.0,330.0,1210.0,160.0,-3116.0,1598.0,12629.0,8311.0,54659.0
29199,MO,70.0,370.0,1390.0,240.0,-1684.0,1781.0,14971.0,10612.0,76134.0
29201,MO,190.0,3170.0,11120.0,2750.0,-8211.0,16818.0,118936.0,133625.0,784046.0
29203,MO,90.0,720.0,2160.0,210.0,-3098.0,3839.0,21243.0,13399.0,92183.0
29205,MO,70.0,560.0,1860.0,410.0,-2285.0,2457.0,21064.0,19232.0,115052.0
29207,MO,210.0,2220.0,8160.0,1850.0,-17195.0,11364.0,89826.0,87062.0,533531.0
29209,MO,380.0,2500.0,8650.0,2180.0,-21861.0,12988.0,91340.0,104543.0,574830.0
29211,MO,90.0,480.0,1980.0,260.0,-5743.0,2406.0,23373.0,12053.0,98855.0
29213,MO,560.0,4810.0,15580.0,2720.0,-68681.0,25510.0,156303.0,127918.0,823834.0
29215,MO,300.0,1760.0,6230.0,960.0,-13699.0,9280.0,65914.0,44919.0,307297.0
29217,MO,220.0,1680.0,5480.0,1100.0,-6559.0,8510.0,59326.0,50339.0,323445.0
29219,MO,230.0,2400.0,9210.0,3210.0,-20146.0,12426.0,106738.0,154914.0,717281.0
29221,MO,140.0,1680.0,6090.0,950.0,-8407.0,9099.0,62365.0,45400.0,297138.0
29223,MO,90.0,980.0,3250.0,380.0,-1879.0,5018.0,32607.0,17896.0,145569.0
29225,MO,410.0,2520.0,9590.0,2080.0,-14827.0,13111.0,106476.0,97251.0,592213.0
29227,MO,30.0,190.0,600.0,120.0,-987.0,994.0,6706.0,6364.0,33551.0
29229,MO,260.0,1370.0,4630.0,610.0,-15691.0,7024.0,48313.0,28162.0,212815.0
29510,MO,1740.0,26390.0,98400.0,19490.0,-61695.0,147334.0,1016862.0,1002024.0,6404968.0
30000,MT,9960.0,82770.0,293840.0,100710.0,-705970.0,426742.0,3270331.0,4954771.0,24976570.0
30001,MT,170.0,860.0,2610.0,770.0,-15628.0,4391.0,29291.0,36843.0,182854.0
30003,MT,80.0,910.0,3160.0,630.0,-4345.0,4822.0,34191.0,28865.0,179869.0
30005,MT,80.0,570.0,1670.0,360.0,-4839.0,2960.0,18573.0,16257.0,96805.0
30007,MT,100.0,380.0,1500.0,540.0,-3982.0,1968.0,18292.0,25786.0,120863.0
30009,MT,170.0,790.0,2830.0,1160.0,-15310.0,4102.0,31661.0,56003.0,256374.0
30011,MT,30.0,70.0,350.0,110.0,-1220.0,363.0,3902.0,5921.0,23159.0
30013,MT,490.0,6520.0,25700.0,7130.0,-18849.0,34694.0,280572.0,337789.0,1871598.0
30015,MT,70.0,410.0,1430.0,440.0,-4919.0,2342.0,16225.0,20825.0,105232.0
30017,MT,110.0,930.0,3510.0,1200.0,-8632.0,4807.0,39334.0,59409.0,300611.0
30019,MT,40.0,140.0,510.0,230.0,-1810.0,758.0,6341.0,10861.0,47485.0
30021,MT,60.0,620.0,2620.0,1180.0,-2581.0,3210.0,32790.0,55955.0,253613.0
30023,MT,40.0,760.0,2660.0,710.0,-820.0,3752.0,29643.0,32663.0,178871.0
30025,MT,30.0,200.0,820.0,510.0,-2675.0,1062.0,10849.0,28168.0,117410.0
30027,MT,180.0,1020.0,3480.0,1040.0,-7426.0,5096.0,38995.0,48494.0,255059.0
30029,MT,1120.0,7750.0,28350.0,9150.0,-122686.0,39952.0,313111.0,449952.0,2310560.0
30031,MT,1090.0,7890.0,29040.0,10920.0,-115406.0,41366.0,323695.0,573296.0,2772580.0
30033,MT,30.0,90.0,320.0,110.0,-3599.0,432.0,3867.0,7037.0,23157.0
30035,MT,100.0,1310.0,3370.0,600.0,-5364.0,6492.0,35810.0,29025.0,179467.0
30037,MT,30.0,120.0,240.0,70.0,-1040.0,720.0,2641.0,5180.0,17355.0
30039,MT,50.0,210.0,820.0,250.0,-3881.0,1056.0,9275.0,11766.0,62574.0
30041,MT,100.0,1450.0,4640.0,1510.0,-6090.0,7801.0,50451.0,70582.0,344588.0
30043,MT,140.0,860.0,2870.0,1540.0,-9125.0,4259.0,34882.0,75571.0,307402.0
30045,MT,90.0,160.0,580.0,160.0,-2546.0,789.0,6650.0,10875.0,40472.0
30047,MT,350.0,2390.0,7530.0,1920.0,-23054.0,11976.0,80970.0,91082.0,497509.0
30049,MT,430.0,4940.0,19690.0,7830.0,-22518.0,25188.0,235035.0,378434.0,1757735.0
30051,MT,0.0,280.0,570.0,150.0,,1280.0,5911.0,10799.0,39913.0
30053,MT,240.0,1350.0,5090.0,1340.0,-12640.0,7089.0,54961.0,62020.0,328837.0
30055,MT,70.0,160.0,520.0,160.0,-3404.0,850.0,6053.0,9600.0,34762.0
30057,MT,160.0,590.0,2250.0,730.0,-16817.0,3014.0,25923.0,35717.0,181184.0
30059,MT,40.0,140.0,500.0,130.0,-2155.0,762.0,5403.0,8316.0,31387.0
30061,MT,60.0,300.0,1310.0,260.0,-2474.0,1615.0,14138.0,12411.0,76676.0
30063,MT,980.0,9900.0,33220.0,10700.0,-47705.0,52359.0,352114.0,568485.0,3023242.0
30065,MT,90.0,330.0,1160.0,420.0,-6494.0,1715.0,12788.0,19688.0,90295.0
30067,MT,270.0,1500.0,5190.0,1430.0,-28859.0,7610.0,57985.0,67084.0,364733.0
30069,MT,0.0,40.0,130.0,20.0,,-368.0,1382.0,2873.0,6762.0
30071,MT,90.0,380.0,1230.0,340.0,-6099.0,2100.0,13786.0,19381.0,77955.0
30073,MT,50.0,740.0,1780.0,430.0,-3068.0,3508.0,18878.0,19925.0,112589.0
30075,MT,30.0,130.0,490.0,180.0,-1307.0,680.0,5875.0,7978.0,40022.0
30077,MT,80.0,520.0,1710.0,390.0,-4021.0,2645.0,19508.0,19151.0,107453.0
30079,MT,20.0,80.0,330.0,110.0,-1436.0,449.0,3771.0,7752.0,25626.0
30081,MT,590.0,3340.0,11520.0,3550.0,-36564.0,16511.0,127736.0,170842.0,889881.0
30083,MT,90.0,760.0,3240.0,2120.0,-7681.0,3980.0,42107.0,115640.0,483046.0
30085,MT,70.0,930.0,2620.0,820.0,-3905.0,4858.0,29353.0,39343.0,202367.0
30087,MT,60.0,800.0,2170.0,990.0,-2487.0,3937.0,25270.0,47990.0,195744.0
30089,MT,190.0,890.0,3030.0,640.0,-10265.0,4474.0,32495.0,30519.0,178777.0
30091,MT,30.0,300.0,1160.0,530.0,-1173.0,1540.0,14087.0,26473.0,121733.0
30093,MT,230.0,3070.0,9960.0,3170.0,-7920.0,16193.0,106872.0,156641.0,787482.0
30095,MT,140.0,640.0,2200.0,1320.0,-7192.0,3224.0,26443.0,64452.0,244079.0
30097,MT,70.0,330.0,910.0,380.0,-6318.0,1622.0,10379.0,19029.0,82006.0
30099,MT,70.0,620.0,1710.0,560.0,-5776.0,3163.0,19638.0,26197.0,131575.0
30101,MT,50.0,520.0,1310.0,500.0,-2794.0,3060.0,13746.0,24271.0,109228.0
30103,MT,0.0,70.0,220.0,80.0,,-105.0,2696.0,4338.0,16708.0
30105,MT,110.0,650.0,2130.0,850.0,-8382.0,3252.0,23394.0,40723.0,179296.0
30107,MT,30.0,240.0,550.0,120.0,-1674.0,1157.0,5997.0,9527.0,35439.0
30109,MT,0.0,90.0,300.0,130.0,,-388.0,3375.0,8086.0,25704.0
30111,MT,900.0,11750.0,45110.0,18140.0,-59015.0,60598.0,515079.0,914991.0,4448867.0
31000,NE,11970.0,133200.0,527370.0,207240.0,-885862.0,691282.0,6189098.0,10451427.0,50657654.0
31001,NE,160.0,2410.0,8890.0,3000.0,-8495.0,12572.0,103207.0,149609.0,807427.0
31003,NE,100.0,470.0,1790.0,630.0,-7836.0,2427.0,21337.0,29850.0,155294.0
31005,NE,20.0,50.0,110.0,30.0,-1554.0,205.0,1445.0,2757.0,5480.0
31007,NE,0.0,50.0,180.0,60.0,,-1674.0,2337.0,3332.0,11616.0
31009,NE,30.0,50.0,140.0,30.0,-1264.0,221.0,1665.0,3084.0,6472.0
31011,NE,90.0,380.0,1560.0,630.0,-3967.0,1959.0,19436.0,29567.0,148271.0
31013,NE,70.0,860.0,2960.0,1430.0,-1855.0,4546.0,35573.0,68414.0,284488.0
31015,NE,40.0,160.0,570.0,140.0,-2256.0,787.0,6442.0,7924.0,34136.0
31017,NE,80.0,250.0,870.0,230.0,-7270.0,1281.0,10096.0,10084.0,55362.0
31019,NE,290.0,3320.0,12930.0,5060.0,-25256.0,17716.0,150493.0,248067.0,1233024.0
31021,NE,50.0,460.0,1920.0,690.0,-2066.0,2286.0,22734.0,33395.0,155409.0
31023,NE,70.0,590.0,2400.0,880.0,-2010.0,2922.0,30523.0,40477.0,201015.0
31025,NE,150.0,1760.0,6740.0,3640.0,-8449.0,8913.0,83724.0,183485.0,750435.0
31027,NE,140.0,640.0,2330.0,860.0,-9807.0,3373.0,29946.0,40979.0,205533.0
31029,NE,60.0,260.0,1100.0,440.0,-10115.0,1354.0,14100.0,21905.0,103725.0
31031,NE,160.0,510.0,1750.0,440.0,-14465.0,2529.0,20388.0,21411.0,118522.0
31033,NE,90.0,690.0,2900.0,1270.0,-5348.0,3524.0,35744.0,69445.0,324022.0
31035,NE,60.0,390.0,1850.0,660.0,-4206.0,2036.0,23065.0,30943.0,163913.0
31037,NE,70.0,700.0,3710.0,700.0,-3386.0,3994.0,49091.0,32540.0,225683.0
31039,NE,110.0,660.0,2610.0,1000.0,-9689.0,3453.0,33496.0,47938.0,237692.0
31041,NE,220.0,900.0,3210.0,900.0,-12604.0,4626.0,37662.0,42229.0,224908.0
31043,NE,100.0,1530.0,6780.0,1330.0,-7386.0,8551.0,77682.0,62458.0,399573.0
31045,NE,130.0,760.0,2120.0,640.0,-5047.0,3981.0,23401.0,30474.0,149016.0
31047,NE,160.0,1800.0,7690.0,1640.0,-8418.0,9381.0,89846.0,76321.0,490338.0
31049,NE,30.0,140.0,550.0,170.0,-817.0,714.0,6405.0,11243.0,41272.0
31051,NE,60.0,400.0,1760.0,550.0,-5415.0,1996.0,21869.0,25263.0,128914.0
31053,NE,160.0,2780.0,11280.0,3320.0,-5411.0,14546.0,132768.0,156535.0,874778.0
31055,NE,2330.0,37930.0,154330.0,63470.0,-219790.0,198751.0,1774143.0,3539794.0,16823699.0
31057,NE,50.0,130.0,500.0,180.0,-5878.0,750.0,6273.0,9119.0,41826.0
31059,NE,50.0,420.0,1680.0,700.0,-3608.0,2175.0,19983.0,35056.0,168664.0
31061,NE,50.0,230.0,880.0,290.0,-1711.0,1186.0,10379.0,13898.0,74098.0
31063,NE,50.0,180.0,720.0,230.0,-5607.0,949.0,8790.0,13720.0,49184.0
31065,NE,80.0,350.0,1460.0,380.0,-8479.0,1803.0,17873.0,18975.0,111721.0
31067,NE,150.0,1610.0,6340.0,2080.0,-6136.0,8533.0,74821.0,97282.0,496735.0
31069,NE,50.0,150.0,570.0,130.0,-6030.0,784.0,6312.0,9285.0,31986.0
31071,NE,40.0,130.0,520.0,130.0,-2124.0,652.0,6150.0,8838.0,34926.0
31073,NE,20.0,160.0,580.0,230.0,-673.0,811.0,7194.0,11057.0,54799.0
31075,NE,0.0,80.0,190.0,50.0,,-213.0,2381.0,3642.0,13200.0
31077,NE,80.0,170.0,670.0,180.0,-10373.0,889.0,8126.0,11113.0,35601.0
31079,NE,280.0,4660.0,18990.0,5130.0,-11013.0,25536.0,214137.0,249975.0,1478211.0
31081,NE,60.0,690.0,2510.0,1270.0,-1981.0,3454.0,31781.0,64675.0,297357.0
31083,NE,50.0,270.0,950.0,310.0,-1389.0,1330.0,11174.0,14222.0,75846.0
31085,NE,50.0,60.0,250.0,80.0,-9740.0,305.0,3171.0,5317.0,10185.0
31087,NE,50.0,230.0,820.0,260.0,-2805.0,1214.0,10101.0,10961.0,59335.0
31089,NE,230.0,880.0,3140.0,860.0,-22171.0,4539.0,36749.0,40790.0,222307.0
31091,NE,0.0,70.0,240.0,50.0,,292.0,2768.0,5265.0,14182.0
31093,NE,130.0,440.0,1820.0,590.0,-11685.0,2225.0,23467.0,27049.0,132377.0
31095,NE,70.0,560.0,2130.0,670.0,-1698.0,3001.0,25535.0,32248.0,184228.0
31097,NE,40.0,320.0,1290.0,370.0,-2485.0,1676.0,15202.0,20758.0,87076.0
31099,NE,60.0,420.0,1920.0,770.0,-2574.0,2192.0,23922.0,40329.0,201263.0
31101,NE,120.0,720.0,2390.0,750.0,-6336.0,3651.0,26262.0,37018.0,191647.0
31103,NE,40.0,70.0,240.0,60.0,-1333.0,349.0,2569.0,3270.0,13257.0
31105,NE,30.0,270.0,1040.0,320.0,-2209.0,1421.0,12404.0,15298.0,78543.0
31107,NE,170.0,630.0,2440.0,650.0,-10011.0,3271.0,28629.0,29723.0,160790.0
31109,NE,1220.0,20890.0,82340.0,33240.0,-89208.0,110582.0,960100.0,1665713.0,7989362.0
31111,NE,290.0,2820.0,9680.0,3810.0,-14718.0,14833.0,111394.0,177555.0,843703.0
31113,NE,20.0,50.0,210.0,70.0,-647.0,289.0,2579.0,3278.0,13902.0
31115,NE,30.0,40.0,180.0,30.0,-17544.0,182.0,2154.0,3824.0,-7195.0
31117,NE,0.0,40.0,130.0,40.0,,-1156.0,1457.0,4558.0,7652.0
31119,NE,240.0,2710.0,10350.0,3410.0,-20380.0,14085.0,118377.0,163493.0,852217.0
31121,NE,90.0,560.0,2260.0,690.0,-4678.0,2985.0,27114.0,31073.0,172970.0
31123,NE,60.0,380.0,1340.0,400.0,-6032.0,1977.0,15101.0,19062.0,100094.0
31125,NE,60.0,240.0,1030.0,300.0,-12212.0,1174.0,12716.0,16238.0,59191.0
31127,NE,70.0,490.0,1680.0,800.0,-1481.0,2554.0,20139.0,38796.0,167922.0
31129,NE,80.0,330.0,1300.0,380.0,-3722.0,1803.0,14610.0,17239.0,92698.0
31131,NE,110.0,1140.0,4410.0,1810.0,-3222.0,5823.0,53134.0,88125.0,404629.0
31133,NE,50.0,220.0,810.0,190.0,-1326.0,1170.0,9498.0,9586.0,64479.0
31135,NE,50.0,200.0,770.0,360.0,-3313.0,1005.0,9680.0,17876.0,80403.0
31137,NE,90.0,680.0,2570.0,1070.0,-8064.0,3491.0,31741.0,53964.0,266709.0
31139,NE,110.0,530.0,1930.0,840.0,-9752.0,2663.0,23424.0,39109.0,173634.0
31141,NE,200.0,2520.0,10060.0,3630.0,-21021.0,13363.0,124847.0,171013.0,855643.0
31143,NE,60.0,420.0,1520.0,610.0,-2628.0,2168.0,19240.0,28398.0,139554.0
31145,NE,110.0,830.0,3040.0,1050.0,-10153.0,4382.0,35562.0,48321.0,245543.0
31147,NE,60.0,660.0,2340.0,720.0,-1580.0,3386.0,27204.0,34712.0,184615.0
31149,NE,50.0,100.0,410.0,110.0,-5985.0,544.0,5199.0,5685.0,28791.0
31151,NE,100.0,920.0,4120.0,1260.0,-3648.0,4794.0,52680.0,58165.0,306747.0
31153,NE,530.0,10640.0,44410.0,25410.0,-26403.0,54107.0,549163.0,1340351.0,5089835.0
31155,NE,120.0,1500.0,5600.0,2670.0,-5000.0,7773.0,69343.0,130749.0,587241.0
31157,NE,280.0,2690.0,10360.0,3050.0,-14514.0,14405.0,115929.0,143933.0,772178.0
31159,NE,90.0,1110.0,4190.0,2190.0,-4407.0,5622.0,54207.0,107319.0,492178.0
31161,NE,110.0,410.0,1450.0,380.0,-9084.0,2129.0,16398.0,17789.0,90902.0
31163,NE,70.0,240.0,910.0,220.0,-6371.0,1241.0,10643.0,14856.0,56861.0
31165,NE,40.0,80.0,350.0,90.0,-2090.0,407.0,4008.0,6387.0,22752.0
