FIPS,STATE,agi_stub,N1,A00100
36121,NY,6,1850.0,159659.0
36121,NY,7,1570.0,196946.0
36121,NY,8,170.0,65132.0
36123,NY,1,200.0,-8151.0
36123,NY,2,1880.0,9714.0
36123,NY,3,2720.0,46567.0
36123,NY,4,2730.0,99245.0
36123,NY,5,1600.0,98455.0
36123,NY,6,930.0,80627.0
36123,NY,7,880.0,112670.0
36123,NY,8,160.0,62180.0
37000,NC,1,56080.0,-3623000.0
37000,NC,2,673980.0,3633616.0
37000,NC,3,1085490.0,18589116.0
37000,NC,4,1076210.0,38522689.0
37000,NC,5,549790.0,33773392.0
37000,NC,6,342060.0,29588420.0
37000,NC,7,420930.0,56295105.0
37000,NC,8,130850.0,55752804.0
37001,NC,1,670.0,-32621.0
37001,NC,2,10590.0,57608.0
37001,NC,3,18060.0,308019.0
37001,NC,4,17700.0,634263.0
37001,NC,5,8900.0,546457.0
37001,NC,6,5410.0,467003.0
37001,NC,7,5730.0,752354.0
37001,NC,8,1150.0,461633.0
37003,NC,1,200.0,-6073.0
37003,NC,2,2480.0,12862.0
37003,NC,3,3890.0,67266.0
37003,NC,4,4180.0,149477.0
37003,NC,5,2140.0,131495.0
37003,NC,6,1150.0,98297.0
37003,NC,7,880.0,113430.0
37003,NC,8,160.0,77493.0
37005,NC,1,110.0,-4250.0
37005,NC,2,840.0,4416.0
37005,NC,3,1280.0,21729.0
37005,NC,4,1130.0,40307.0
37005,NC,5,570.0,35096.0
37005,NC,6,240.0,21007.0
37005,NC,7,220.0,29725.0
37005,NC,8,60.0,30856.0
37007,NC,1,110.0,-2231.0
37007,NC,2,1670.0,9548.0
37007,NC,3,3120.0,54002.0
37007,NC,4,2580.0,90445.0
37007,NC,5,1050.0,64396.0
37007,NC,6,510.0,43580.0
37007,NC,7,390.0,49886.0
37007,NC,8,60.0,21311.0
37009,NC,1,230.0,-16828.0
37009,NC,2,2010.0,10812.0
37009,NC,3,3060.0,52226.0
37009,NC,4,2670.0,96144.0
37009,NC,5,1380.0,84849.0
37009,NC,6,770.0,65839.0
37009,NC,7,580.0,75550.0
37009,NC,8,120.0,45812.0
37011,NC,1,160.0,-12957.0
37011,NC,2,1270.0,6847.0
37011,NC,3,1920.0,32415.0
37011,NC,4,1760.0,62693.0
37011,NC,5,850.0,51690.0
37011,NC,6,460.0,39143.0
37011,NC,7,390.0,49571.0
37011,NC,8,80.0,30666.0
37013,NC,1,310.0,-14810.0
37013,NC,2,3270.0,18291.0
37013,NC,3,5550.0,94431.0
37013,NC,4,4790.0,170369.0
37013,NC,5,2450.0,151317.0
37013,NC,6,1670.0,144167.0
37013,NC,7,1710.0,223091.0
37013,NC,8,370.0,128120.0
37015,NC,1,100.0,-2990.0
37015,NC,2,1350.0,7796.0
37015,NC,3,2630.0,45778.0
37015,NC,4,2220.0,77632.0
37015,NC,5,890.0,54102.0
37015,NC,6,420.0,35899.0
37015,NC,7,340.0,43332.0
37015,NC,8,60.0,18238.0
37017,NC,1,200.0,-10490.0
37017,NC,2,2110.0,11852.0
37017,NC,3,3740.0,64703.0
37017,NC,4,3890.0,134902.0
37017,NC,5,1500.0,91776.0
37017,NC,6,810.0,69653.0
37017,NC,7,710.0,91711.0
37017,NC,8,110.0,43819.0
37019,NC,1,990.0,-55782.0
37019,NC,2,7890.0,42124.0
37019,NC,3,12380.0,210278.0
37019,NC,4,11840.0,430265.0
37019,NC,5,7130.0,440733.0
37019,NC,6,5100.0,442119.0
37019,NC,7,6590.0,876847.0
37019,NC,8,1500.0,497494.0
37021,NC,1,2180.0,-146276.0
37021,NC,2,19760.0,105086.0
37021,NC,3,30170.0,518206.0
37021,NC,4,29690.0,1061312.0
37021,NC,5,15360.0,941095.0
37021,NC,6,9030.0,780696.0
37021,NC,7,10280.0,1369853.0
37021,NC,8,3440.0,1607663.0
37023,NC,1,340.0,-11467.0
37023,NC,2,6280.0,33555.0
37023,NC,3,10230.0,177724.0
37023,NC,4,10300.0,363983.0
37023,NC,5,4810.0,295423.0
37023,NC,6,2430.0,208889.0
37023,NC,7,1950.0,251100.0
37023,NC,8,430.0,158322.0
37025,NC,1,890.0,-63293.0
37025,NC,2,12510.0,66081.0
37025,NC,3,18720.0,318929.0
37025,NC,4,19650.0,710394.0
37025,NC,5,11160.0,688200.0
37025,NC,6,7870.0,682326.0
37025,NC,7,10630.0,1425081.0
37025,NC,8,2420.0,962332.0
37027,NC,1,380.0,-19887.0
37027,NC,2,5770.0,31058.0
37027,NC,3,9330.0,161722.0
37027,NC,4,8800.0,311504.0
37027,NC,5,4500.0,275226.0
37027,NC,6,2300.0,197746.0
37027,NC,7,1740.0,224100.0
37027,NC,8,370.0,202121.0
37029,NC,1,40.0,-1338.0
37029,NC,2,550.0,2783.0
37029,NC,3,830.0,14460.0
37029,NC,4,1090.0,39794.0
37029,NC,5,710.0,44460.0
37029,NC,6,570.0,49582.0
37029,NC,7,570.0,73166.0
37029,NC,8,70.0,22866.0
37031,NC,1,600.0,-37234.0
37031,NC,2,5090.0,26787.0
37031,NC,3,7580.0,129187.0
37031,NC,4,7500.0,270897.0
37031,NC,5,4470.0,275402.0
37031,NC,6,2790.0,241249.0
37031,NC,7,3120.0,408860.0
37031,NC,8,760.0,284546.0
37033,NC,1,110.0,-2242.0
37033,NC,2,1500.0,8396.0
37033,NC,3,2590.0,44681.0
37033,NC,4,2540.0,89865.0
37033,NC,5,1250.0,77049.0
37033,NC,6,670.0,57717.0
37033,NC,7,540.0,68179.0
37033,NC,8,60.0,22949.0
37035,NC,1,890.0,-80496.0
37035,NC,2,11540.0,60883.0
37035,NC,3,17730.0,305624.0
37035,NC,4,18310.0,652813.0
37035,NC,5,9060.0,556380.0
37035,NC,6,5250.0,453247.0
37035,NC,7,5620.0,747412.0
37035,NC,8,1780.0,792649.0
37037,NC,1,450.0,-28585.0
37037,NC,2,4140.0,21026.0
37037,NC,3,6440.0,112133.0
37037,NC,4,6690.0,239417.0
37037,NC,5,3820.0,235353.0
37037,NC,6,2810.0,244583.0
37037,NC,7,4730.0,649686.0
37037,NC,8,1910.0,760887.0
37039,NC,1,260.0,-6714.0
37039,NC,2,2090.0,11580.0
37039,NC,3,3130.0,53137.0
37039,NC,4,2690.0,95920.0
37039,NC,5,1290.0,78663.0
37039,NC,6,710.0,60600.0
37039,NC,7,520.0,66634.0
37039,NC,8,110.0,37726.0
37041,NC,1,110.0,-5686.0
37041,NC,2,1040.0,5660.0
37041,NC,3,1720.0,29120.0
37041,NC,4,1510.0,53881.0
37041,NC,5,770.0,47533.0
37041,NC,6,510.0,43696.0
37041,NC,7,520.0,68279.0
37041,NC,8,120.0,48250.0
37043,NC,1,110.0,-7110.0
37043,NC,2,850.0,4450.0
37043,NC,3,1130.0,18799.0
37043,NC,4,1000.0,35307.0
37043,NC,5,540.0,32700.0
37043,NC,6,320.0,27212.0
37043,NC,7,300.0,39539.0
37043,NC,8,60.0,19900.0
37045,NC,1,420.0,-13403.0
37045,NC,2,6980.0,38300.0
37045,NC,3,11190.0,190764.0
37045,NC,4,10400.0,371742.0
37045,NC,5,5330.0,326675.0
37045,NC,6,3070.0,264969.0
37045,NC,7,2610.0,336145.0
37045,NC,8,490.0,178355.0
37047,NC,1,320.0,-16393.0
37047,NC,2,3640.0,20458.0
37047,NC,3,6590.0,112577.0
37047,NC,4,5500.0,192316.0
37047,NC,5,2440.0,149995.0
37047,NC,6,1350.0,116852.0
37047,NC,7,1280.0,164492.0
37047,NC,8,200.0,81254.0
37049,NC,1,470.0,-25298.0
37049,NC,2,6670.0,36773.0
37049,NC,3,12350.0,215917.0
37049,NC,4,11480.0,412416.0
37049,NC,5,6250.0,384621.0
37049,NC,6,3900.0,336940.0
37049,NC,7,4050.0,526284.0
37049,NC,8,830.0,361179.0
37051,NC,1,1360.0,-32711.0
37051,NC,2,21080.0,119760.0
37051,NC,3,39860.0,690238.0
37051,NC,4,39870.0,1411002.0
37051,NC,5,17790.0,1087632.0
37051,NC,6,9750.0,840629.0
37051,NC,7,10020.0,1316420.0
37051,NC,8,1870.0,733170.0
37053,NC,1,160.0,-7705.0
37053,NC,2,1630.0,8660.0
37053,NC,3,2470.0,42037.0
37053,NC,4,2640.0,96403.0
37053,NC,5,1650.0,102139.0
37053,NC,6,1250.0,107807.0
37053,NC,7,1330.0,174578.0
37053,NC,8,190.0,62482.0
37055,NC,1,420.0,-28220.0
37055,NC,2,3110.0,16308.0
37055,NC,3,4450.0,76744.0
37055,NC,4,4840.0,173952.0
37055,NC,5,2460.0,151133.0
37055,NC,6,1520.0,131793.0
37055,NC,7,1770.0,234461.0
37055,NC,8,530.0,208950.0
37057,NC,1,860.0,-35857.0
37057,NC,2,11390.0,61252.0
37057,NC,3,18080.0,311301.0
37057,NC,4,18390.0,660417.0
37057,NC,5,9860.0,605870.0
37057,NC,6,5940.0,512730.0
37057,NC,7,5480.0,710210.0
37057,NC,8,980.0,356196.0
37059,NC,1,320.0,-14050.0
37059,NC,2,2810.0,14324.0
37059,NC,3,4070.0,69215.0
37059,NC,4,4310.0,155890.0
37059,NC,5,2600.0,159982.0
37059,NC,6,1730.0,149647.0
37059,NC,7,2030.0,269180.0
37059,NC,8,600.0,267035.0
37061,NC,1,310.0,-13957.0
37061,NC,2,3670.0,20658.0
37061,NC,3,7290.0,127533.0
37061,NC,4,7270.0,247132.0
37061,NC,5,2400.0,147139.0
37061,NC,6,1280.0,110054.0
37061,NC,7,1120.0,143995.0
37061,NC,8,200.0,93417.0
37063,NC,1,1580.0,-64265.0
37063,NC,2,18970.0,102532.0
37063,NC,3,32130.0,551841.0
37063,NC,4,36480.0,1303997.0
37063,NC,5,17440.0,1069607.0
37063,NC,6,11140.0,964534.0
37063,NC,7,15150.0,2042219.0
37063,NC,8,4720.0,1789358.0
37065,NC,1,200.0,-13913.0
37065,NC,2,4230.0,25425.0
37065,NC,3,8270.0,138426.0
37065,NC,4,6060.0,210437.0
37065,NC,5,2210.0,134985.0
37065,NC,6,1150.0,99170.0
37065,NC,7,900.0,115717.0
37065,NC,8,140.0,90585.0
37067,NC,1,1920.0,-104664.0
37067,NC,2,25780.0,140440.0
37067,NC,3,41940.0,713006.0
37067,NC,4,38790.0,1395646.0
37067,NC,5,20640.0,1270574.0
37067,NC,6,13000.0,1124716.0
37067,NC,7,15850.0,2113451.0
37067,NC,8,5640.0,2647413.0
37069,NC,1,340.0,-12498.0
37069,NC,2,3940.0,21415.0
37069,NC,3,6380.0,109322.0
37069,NC,4,6640.0,238802.0
37069,NC,5,3440.0,211701.0
37069,NC,6,2200.0,189564.0
37069,NC,7,2200.0,284836.0
37069,NC,8,290.0,90946.0
37071,NC,1,850.0,-39641.0
37071,NC,2,14700.0,80276.0
37071,NC,3,23230.0,396615.0
37071,NC,4,23370.0,838437.0
37071,NC,5,12270.0,754247.0
37071,NC,6,7270.0,628648.0
37071,NC,7,7720.0,1008275.0
37071,NC,8,1650.0,740181.0
37073,NC,1,60.0,-1883.0
37073,NC,2,670.0,3627.0
37073,NC,3,1090.0,18561.0
37073,NC,4,1260.0,45857.0
37073,NC,5,740.0,45374.0
37073,NC,6,420.0,35903.0
37073,NC,7,380.0,47592.0
37073,NC,8,30.0,9229.0
37075,NC,1,70.0,-4172.0
37075,NC,2,600.0,3391.0
37075,NC,3,980.0,16767.0
37075,NC,4,800.0,28730.0
37075,NC,5,450.0,27073.0
37075,NC,6,220.0,18769.0
37075,NC,7,130.0,16698.0
37075,NC,8,30.0,10227.0
37077,NC,1,250.0,-6171.0
37077,NC,2,3370.0,18557.0
37077,NC,3,6150.0,105654.0
37077,NC,4,6620.0,236024.0
37077,NC,5,3440.0,211789.0
37077,NC,6,2140.0,185636.0
37077,NC,7,2320.0,300458.0
37077,NC,8,350.0,125244.0
37079,NC,1,90.0,-3373.0
37079,NC,2,1180.0,6670.0
37079,NC,3,2490.0,43013.0
37079,NC,4,2160.0,74953.0
37079,NC,5,860.0,52736.0
37079,NC,6,470.0,40698.0
37079,NC,7,330.0,41838.0
37079,NC,8,60.0,17134.0
37081,NC,1,2980.0,-239639.0
37081,NC,2,37610.0,203759.0
37081,NC,3,58680.0,995999.0
37081,NC,4,56070.0,2012992.0
37081,NC,5,27270.0,1675550.0
37081,NC,6,17400.0,1504435.0
37081,NC,7,22770.0,3053748.0
37081,NC,8,7720.0,3503986.0
37083,NC,1,210.0,-7553.0
37083,NC,2,3910.0,22404.0
37083,NC,3,7300.0,124675.0
37083,NC,4,5850.0,204265.0
37083,NC,5,2300.0,140452.0
37083,NC,6,1190.0,103019.0
37083,NC,7,990.0,127018.0
37083,NC,8,210.0,84093.0
37085,NC,1,550.0,-22163.0
37085,NC,2,7300.0,39893.0
37085,NC,3,12050.0,205581.0
37085,NC,4,13000.0,468183.0
37085,NC,5,6810.0,418103.0
37085,NC,6,4160.0,358081.0
37085,NC,7,3800.0,488082.0
37085,NC,8,480.0,203736.0
37087,NC,1,480.0,-29645.0
37087,NC,2,4430.0,23843.0
37087,NC,3,7090.0,120029.0
37087,NC,4,6340.0,228731.0
37087,NC,5,3620.0,221974.0
37087,NC,6,2180.0,187568.0
37087,NC,7,1890.0,243177.0
37087,NC,8,380.0,144583.0
37089,NC,1,890.0,-52356.0
37089,NC,2,7930.0,42079.0
37089,NC,3,12500.0,215145.0
37089,NC,4,11980.0,430359.0
37089,NC,5,7160.0,440749.0
37089,NC,6,4530.0,391956.0
37089,NC,7,4870.0,638990.0
37089,NC,8,1050.0,418468.0
37091,NC,1,120.0,-1902.0
37091,NC,2,1510.0,8696.0
37091,NC,3,2740.0,46951.0
37091,NC,4,2370.0,83872.0
37091,NC,5,900.0,54694.0
37091,NC,6,480.0,41463.0
37091,NC,7,480.0,61303.0
37091,NC,8,90.0,33634.0
37093,NC,1,150.0,-4747.0
37093,NC,2,2700.0,15229.0
37093,NC,3,5640.0,97871.0
37093,NC,4,5800.0,206170.0
37093,NC,5,2860.0,174860.0
37093,NC,6,1370.0,118105.0
37093,NC,7,1160.0,147185.0
37093,NC,8,100.0,28595.0
37095,NC,1,40.0,-1094.0
37095,NC,2,350.0,1958.0
37095,NC,3,630.0,10940.0
37095,NC,4,560.0,19780.0
37095,NC,5,250.0,15605.0
37095,NC,6,130.0,11019.0
37095,NC,7,100.0,13149.0
37095,NC,8,40.0,16785.0
37097,NC,1,1150.0,-103257.0
37097,NC,2,12390.0,64231.0
37097,NC,3,16730.0,286256.0
37097,NC,4,17490.0,630769.0
37097,NC,5,9950.0,614653.0
37097,NC,6,6470.0,560360.0
37097,NC,7,8200.0,1101210.0
37097,NC,8,2990.0,1365274.0
37099,NC,1,310.0,-18749.0
37099,NC,2,2750.0,15498.0
37099,NC,3,3970.0,67417.0
37099,NC,4,3720.0,133944.0
37099,NC,5,1940.0,118532.0
37099,NC,6,1090.0,94196.0
37099,NC,7,970.0,126112.0
37099,NC,8,250.0,95103.0
37101,NC,1,860.0,-50715.0
37101,NC,2,11290.0,60330.0
37101,NC,3,17490.0,298767.0
37101,NC,4,18870.0,682265.0
37101,NC,5,10880.0,671478.0
37101,NC,6,7420.0,642077.0
37101,NC,7,8050.0,1047945.0
37101,NC,8,1160.0,414222.0
37103,NC,1,70.0,-3740.0
37103,NC,2,670.0,3696.0
37103,NC,3,1270.0,22020.0
37103,NC,4,1210.0,42828.0
37103,NC,5,550.0,33598.0
37103,NC,6,260.0,22295.0
37103,NC,7,230.0,29202.0
37103,NC,8,40.0,17605.0
37105,NC,1,270.0,-10948.0
37105,NC,2,4100.0,22347.0
37105,NC,3,7110.0,123258.0
37105,NC,4,6740.0,239182.0
37105,NC,5,3190.0,195937.0
37105,NC,6,2000.0,172520.0
37105,NC,7,2070.0,271043.0
37105,NC,8,380.0,164846.0
37107,NC,1,260.0,-12953.0
37107,NC,2,4530.0,26058.0
37107,NC,3,8160.0,140107.0
37107,NC,4,6980.0,242765.0
37107,NC,5,2610.0,159720.0
37107,NC,6,1530.0,132444.0
37107,NC,7,1290.0,167877.0
37107,NC,8,310.0,204911.0
37109,NC,1,390.0,-23331.0
37109,NC,2,5300.0,27815.0
37109,NC,3,7930.0,135859.0
37109,NC,4,8200.0,297693.0
37109,NC,5,4720.0,290325.0
37109,NC,6,3100.0,268373.0
37109,NC,7,3730.0,498924.0
37109,NC,8,1010.0,393806.0
37111,NC,1,180.0,-3961.0
37111,NC,2,3010.0,16552.0
37111,NC,3,4920.0,84575.0
37111,NC,4,5340.0,189226.0
37111,NC,5,2390.0,146871.0
37111,NC,6,1250.0,107343.0
37111,NC,7,850.0,107352.0
37111,NC,8,160.0,57895.0
37113,NC,1,370.0,-30642.0
37113,NC,2,2760.0,14636.0
37113,NC,3,4330.0,73453.0
37113,NC,4,3740.0,133641.0
37113,NC,5,1820.0,112302.0
37113,NC,6,1000.0,86201.0
37113,NC,7,930.0,122195.0
37113,NC,8,260.0,138194.0
37115,NC,1,190.0,-4539.0
37115,NC,2,1500.0,7898.0
37115,NC,3,2220.0,37365.0
37115,NC,4,2180.0,77926.0
37115,NC,5,1150.0,70573.0
37115,NC,6,620.0,52964.0
37115,NC,7,480.0,62538.0
37115,NC,8,90.0,29854.0
37117,NC,1,160.0,-6604.0
37117,NC,2,1840.0,10191.0
37117,NC,3,3140.0,54146.0
37117,NC,4,2750.0,97445.0
37117,NC,5,1150.0,70580.0
37117,NC,6,660.0,56848.0
37117,NC,7,540.0,68979.0
37117,NC,8,80.0,24320.0
37119,NC,1,6040.0,-526916.0
37119,NC,2,67800.0,361002.0
37119,NC,3,109250.0,1864790.0
37119,NC,4,113150.0,4083293.0
37119,NC,5,58230.0,3570020.0
37119,NC,6,35580.0,3081746.0
37119,NC,7,54320.0,7429657.0
37119,NC,8,25440.0,12305868.0
37121,NC,1,120.0,-2975.0
37121,NC,2,1050.0,5703.0
37121,NC,3,1630.0,27345.0
37121,NC,4,1570.0,56503.0
37121,NC,5,900.0,55139.0
37121,NC,6,440.0,37682.0
37121,NC,7,290.0,36637.0
37121,NC,8,40.0,25727.0
37123,NC,1,130.0,-6576.0
37123,NC,2,1800.0,9750.0
37123,NC,3,3460.0,59981.0
37123,NC,4,2990.0,103900.0
37123,NC,5,1220.0,74900.0
37123,NC,6,610.0,52203.0
37123,NC,7,570.0,74070.0
37123,NC,8,150.0,70037.0
37125,NC,1,690.0,-63151.0
37125,NC,2,6000.0,31897.0
37125,NC,3,9170.0,156811.0
37125,NC,4,9430.0,340634.0
37125,NC,5,5680.0,351541.0
37125,NC,6,4040.0,350715.0
37125,NC,7,5210.0,696890.0
37125,NC,8,1590.0,634759.0
37127,NC,1,450.0,-16835.0
37127,NC,2,7030.0,39598.0
37127,NC,3,12130.0,205378.0
37127,NC,4,11100.0,394937.0
37127,NC,5,5430.0,333265.0
37127,NC,6,3060.0,264982.0
37127,NC,7,3300.0,426952.0
37127,NC,8,720.0,296944.0
37129,NC,1,1950.0,-180581.0
37129,NC,2,16250.0,86069.0
37129,NC,3,23350.0,396743.0
37129,NC,4,23060.0,828699.0
37129,NC,5,12050.0,742335.0
37129,NC,6,7900.0,683491.0
37129,NC,7,10880.0,1464079.0
37129,NC,8,3740.0,1600621.0
37131,NC,1,100.0,-1475.0
37131,NC,2,1290.0,7542.0
37131,NC,3,2540.0,43493.0
37131,NC,4,2280.0,80240.0
37131,NC,5,880.0,53792.0
37131,NC,6,510.0,43909.0
37131,NC,7,400.0,51273.0
37131,NC,8,60.0,18589.0
37133,NC,1,600.0,-20663.0
37133,NC,2,10910.0,61935.0
37133,NC,3,23290.0,414466.0
37133,NC,4,21920.0,780549.0
37133,NC,5,9910.0,604511.0
37133,NC,6,5190.0,447248.0
37133,NC,7,4600.0,590304.0
37133,NC,8,630.0,241281.0
37135,NC,1,910.0,-69083.0
37135,NC,2,8740.0,42718.0
37135,NC,3,11390.0,196892.0
37135,NC,4,12590.0,448218.0
37135,NC,5,6690.0,412134.0
37135,NC,6,4800.0,417007.0
37135,NC,7,8970.0,1250472.0
37135,NC,8,5340.0,2340705.0
37137,NC,1,100.0,-3800.0
37137,NC,2,870.0,4726.0
37137,NC,3,1320.0,22761.0
37137,NC,4,1280.0,46014.0
37137,NC,5,720.0,44315.0
37137,NC,6,490.0,42045.0
37137,NC,7,530.0,69226.0
37137,NC,8,100.0,42159.0
37139,NC,1,160.0,-4980.0
37139,NC,2,2830.0,15725.0
37139,NC,3,4550.0,77480.0
37139,NC,4,4340.0,156133.0
37139,NC,5,2330.0,143007.0
37139,NC,6,1350.0,116807.0
37139,NC,7,1240.0,159375.0
37139,NC,8,220.0,70809.0
37141,NC,1,360.0,-16633.0
37141,NC,2,3790.0,20500.0
37141,NC,3,5760.0,98504.0
37141,NC,4,5760.0,205497.0
37141,NC,5,3070.0,188951.0
37141,NC,6,2070.0,178767.0
37141,NC,7,2310.0,304418.0
37141,NC,8,410.0,134602.0
37143,NC,1,80.0,-2660.0
37143,NC,2,840.0,4802.0
37143,NC,3,1470.0,24811.0
37143,NC,4,1390.0,49998.0
37143,NC,5,830.0,51178.0
37143,NC,6,540.0,46327.0
37143,NC,7,500.0,65277.0
37143,NC,8,90.0,29620.0
37145,NC,1,170.0,-6049.0
37145,NC,2,2660.0,14698.0
37145,NC,3,4230.0,71789.0
37145,NC,4,4500.0,161664.0
37145,NC,5,2380.0,145828.0
37145,NC,6,1370.0,118519.0
37145,NC,7,1340.0,170802.0
37145,NC,8,170.0,56694.0
37147,NC,1,800.0,-37482.0
37147,NC,2,11770.0,67012.0
37147,NC,3,19770.0,332272.0
37147,NC,4,16380.0,583517.0
37147,NC,5,7950.0,488114.0
37147,NC,6,5220.0,452413.0
37147,NC,7,6220.0,826531.0
37147,NC,8,1720.0,766333.0
37149,NC,1,220.0,-12444.0
37149,NC,2,1500.0,7779.0
37149,NC,3,2070.0,35134.0
37149,NC,4,2040.0,73876.0
37149,NC,5,1180.0,72333.0
37149,NC,6,750.0,64042.0
37149,NC,7,790.0,107057.0
37149,NC,8,230.0,101695.0
37151,NC,1,720.0,-35611.0
37151,NC,2,10170.0,54249.0
37151,NC,3,16570.0,286803.0
37151,NC,4,16490.0,589049.0
37151,NC,5,8310.0,511119.0
37151,NC,6,4690.0,404060.0
37151,NC,7,3790.0,484318.0
37151,NC,8,650.0,296365.0
37153,NC,1,190.0,-5631.0
37153,NC,2,2990.0,17064.0
37153,NC,3,6420.0,109377.0
37153,NC,4,4660.0,163742.0
37153,NC,5,1960.0,120014.0
37153,NC,6,1060.0,91357.0
37153,NC,7,850.0,106924.0
37153,NC,8,120.0,42539.0
37155,NC,1,420.0,-14968.0
37155,NC,2,9120.0,53815.0
37155,NC,3,17920.0,303035.0
37155,NC,4,13510.0,468661.0
37155,NC,5,4670.0,284132.0
37155,NC,6,2270.0,194403.0
37155,NC,7,1830.0,234976.0
37155,NC,8,360.0,139323.0
37157,NC,1,450.0,-11480.0
37157,NC,2,6370.0,34296.0
37157,NC,3,10470.0,179397.0
37157,NC,4,10450.0,372164.0
37157,NC,5,5200.0,319365.0
37157,NC,6,3080.0,265530.0
37157,NC,7,2730.0,350840.0
37157,NC,8,380.0,139787.0
37159,NC,1,770.0,-29701.0
37159,NC,2,9850.0,53618.0
37159,NC,3,15910.0,269744.0
37159,NC,4,15490.0,553813.0
37159,NC,5,8120.0,498837.0
37159,NC,6,4640.0,401062.0
37159,NC,7,4040.0,520415.0
37159,NC,8,810.0,312530.0
37161,NC,1,360.0,-16087.0
37161,NC,2,4410.0,24925.0
37161,NC,3,7150.0,121980.0
37161,NC,4,6530.0,233710.0
37161,NC,5,3240.0,198467.0
37161,NC,6,1760.0,151966.0
37161,NC,7,1390.0,179138.0
37161,NC,8,310.0,111986.0
37163,NC,1,310.0,-51776.0
37163,NC,2,4430.0,24960.0
37163,NC,3,8580.0,149402.0
37163,NC,4,9430.0,323304.0
37163,NC,5,2920.0,179245.0
37163,NC,6,1660.0,143050.0
37163,NC,7,1450.0,187295.0
37163,NC,8,290.0,132624.0
37165,NC,1,100.0,-3116.0
37165,NC,2,2430.0,14154.0
37165,NC,3,4520.0,75902.0
37165,NC,4,3430.0,121840.0
37165,NC,5,1500.0,91171.0
37165,NC,6,790.0,68102.0
37165,NC,7,730.0,94774.0
37165,NC,8,130.0,45649.0
37167,NC,1,320.0,-16829.0
37167,NC,2,4020.0,21816.0
37167,NC,3,6450.0,109450.0
37167,NC,4,6600.0,236601.0
37167,NC,5,3570.0,219686.0
37167,NC,6,2180.0,188247.0
37167,NC,7,1790.0,229105.0
37167,NC,8,300.0,124960.0
37169,NC,1,250.0,-9572.0
37169,NC,2,2980.0,16032.0
37169,NC,3,4710.0,79958.0
37169,NC,4,5110.0,184460.0
37169,NC,5,3050.0,187348.0
37169,NC,6,1830.0,157799.0
37169,NC,7,1410.0,179406.0
37169,NC,8,160.0,51305.0
37171,NC,1,470.0,-32105.0
37171,NC,2,5260.0,28472.0
37171,NC,3,8440.0,144726.0
37171,NC,4,7670.0,274393.0
37171,NC,5,3900.0,239049.0
37171,NC,6,2210.0,190127.0
37171,NC,7,1810.0,235483.0
37171,NC,8,410.0,184899.0
37173,NC,1,100.0,-2978.0
37173,NC,2,1440.0,9585.0
37173,NC,3,2290.0,38537.0
37173,NC,4,2130.0,76446.0
37173,NC,5,910.0,55453.0
37173,NC,6,420.0,36424.0
37173,NC,7,480.0,61748.0
37173,NC,8,40.0,14969.0
37175,NC,1,270.0,-12480.0
37175,NC,2,2380.0,12626.0
37175,NC,3,3610.0,60887.0
37175,NC,4,3300.0,118266.0
37175,NC,5,1850.0,113870.0
37175,NC,6,1060.0,91925.0
37175,NC,7,1230.0,162155.0
37175,NC,8,280.0,102703.0
37177,NC,1,30.0,-2217.0
37177,NC,2,340.0,1872.0
37177,NC,3,490.0,8113.0
37177,NC,4,440.0,15536.0
37177,NC,5,170.0,10121.0
37177,NC,6,100.0,8366.0
37177,NC,7,60.0,10484.0
37177,NC,8,0.0,0.0
37179,NC,1,1280.0,-112423.0
37179,NC,2,13750.0,68935.0
37179,NC,3,17860.0,306175.0
37179,NC,4,19250.0,696664.0
37179,NC,5,11700.0,723949.0
37179,NC,6,8470.0,734336.0
37179,NC,7,13120.0,1787805.0
37179,NC,8,5050.0,2037033.0
37181,NC,1,200.0,-5761.0
37181,NC,2,3290.0,18688.0
37181,NC,3,6310.0,109290.0
37181,NC,4,4910.0,170304.0
37181,NC,5,1830.0,111970.0
37181,NC,6,1040.0,89515.0
37181,NC,7,810.0,105075.0
37181,NC,8,150.0,89114.0
37183,NC,1,5790.0,-530700.0
37183,NC,2,62530.0,316068.0
37183,NC,3,86030.0,1474844.0
37183,NC,4,100440.0,3644529.0
37183,NC,5,57920.0,3566013.0
37183,NC,6,42560.0,3698863.0
37183,NC,7,74840.0,10289660.0
37183,NC,8,27470.0,10661779.0
37185,NC,1,100.0,-7472.0
37185,NC,2,1280.0,7179.0
37185,NC,3,2410.0,41752.0
37185,NC,4,2180.0,76439.0
37185,NC,5,810.0,49342.0
37185,NC,6,440.0,37856.0
37185,NC,7,320.0,41420.0
37185,NC,8,70.0,23804.0
37187,NC,1,60.0,-1784.0
37187,NC,2,990.0,5606.0
37187,NC,3,1690.0,28477.0
37187,NC,4,1310.0,45859.0
37187,NC,5,530.0,32300.0
37187,NC,6,330.0,28216.0
37187,NC,7,300.0,37556.0
37187,NC,8,50.0,15555.0
37189,NC,1,440.0,-35234.0
37189,NC,2,3720.0,18857.0
37189,NC,3,4480.0,75883.0
37189,NC,4,3950.0,142849.0
37189,NC,5,2340.0,143810.0
37189,NC,6,1420.0,122718.0
37189,NC,7,1750.0,230453.0
37189,NC,8,560.0,246912.0
37191,NC,1,490.0,-17674.0
37191,NC,2,7710.0,43475.0
37191,NC,3,15420.0,268125.0
37191,NC,4,14490.0,509145.0
